DHSID,GPS_Dataset,DHSCC,DHSYEAR,DHSCLUST,SurveyID,All_Population_Count_2000,All_Population_Count_2005,All_Population_Count_2010,All_Population_Count_2015,All_Population_Count_2020,Aridity_2000,Aridity_2005,Aridity_2010,Aridity_2015,Aridity_2020,Day_Land_Surface_Temp_2000,Day_Land_Surface_Temp_2005,Day_Land_Surface_Temp_2010,Day_Land_Surface_Temp_2015,Day_Land_Surface_Temp_2020,Diurnal_Temperature_Range_2000,Diurnal_Temperature_Range_2005,Diurnal_Temperature_Range_2010,Diurnal_Temperature_Range_2015,Diurnal_Temperature_Range_2020,Drought_Episodes,Elevation,Enhanced_Vegetation_Index_2000,Enhanced_Vegetation_Index_2005,Enhanced_Vegetation_Index_2010,Enhanced_Vegetation_Index_2015,Enhanced_Vegetation_Index_2020,Frost_Days_2000,Frost_Days_2005,Frost_Days_2010,Frost_Days_2015,Frost_Days_2020,Global_Human_Footprint,Growing_Season_Length,Irrigation,ITN_Coverage_2000,ITN_Coverage_2005,ITN_Coverage_2010,ITN_Coverage_2015,ITN_Coverage_2020,Land_Surface_Temperature_2000,Land_Surface_Temperature_2005,Land_Surface_Temperature_2010,Land_Surface_Temperature_2015,Land_Surface_Temperature_2020,Livestock_Cattle,Livestock_Chickens,Livestock_Goats,Livestock_Pigs,Livestock_Sheep,Malaria_Incidence_2000,Malaria_Incidence_2005,Malaria_Incidence_2010,Malaria_Incidence_2015,Malaria_Incidence_2020,Malaria_Prevalence_2000,Malaria_Prevalence_2005,Malaria_Prevalence_2010,Malaria_Prevalence_2015,Malaria_Prevalence_2020,Maximum_Temperature_2000,Maximum_Temperature_2005,Maximum_Temperature_2010,Maximum_Temperature_2015,Maximum_Temperature_2020,Mean_Temperature_2000,Mean_Temperature_2005,Mean_Temperature_2010,Mean_Temperature_2015,Mean_Temperature_2020,Minimum_Temperature_2000,Minimum_Temperature_2005,Minimum_Temperature_2010,Minimum_Temperature_2015,Minimum_Temperature_2020,Nightlights_Composite,Night_Land_Surface_Temp_2000,Night_Land_Surface_Temp_2005,Night_Land_Surface_Temp_2010,Night_Land_Surface_Temp_2015,Night_Land_Surface_Temp_2020,PET_2000,PET_2005,PET_2010,PET_2015,PET_2020,Precipitation_2000,Precipitation_2005,Precipitation_2010,Precipitation_2015,Precipitation_2020,Rainfall_2000,Rainfall_2005,Rainfall_2010,Rainfall_2015,Rainfall_2020,Temperature_January,Temperature_February,Temperature_March,Temperature_April,Temperature_May,Temperature_June,Temperature_July,Temperature_August,Temperature_September,Temperature_October,Temperature_November,Temperature_December,Travel_Times,U5_Population_2000,U5_Population_2005,U5_Population_2010,U5_Population_2015,U5_Population_2020,UN_Population_Count_2000,UN_Population_Count_2005,UN_Population_Count_2010,UN_Population_Count_2015,UN_Population_Count_2020,UN_Population_Density_2000,UN_Population_Density_2005,UN_Population_Density_2010,UN_Population_Density_2015,UN_Population_Density_2020,Wet_Days_2000,Wet_Days_2005,Wet_Days_2010,Wet_Days_2015,Wet_Days_2020
GH202200000312,GHGE8AFL,GH,2022,312,GH2022DHS,16.92445183,19.23006248,21.86265373,24.64263153,27.93501282,27.47821808,30.03046227,34.70738602,26.96685791,32.55062103,27.08506775,26.265625,26.80252838,27.6788044,28.60013771,9.819791794,9.252344131,9.451042175,9.646875381,9.581380844,NA,258.3486328,0.503282368,0.495691657,0.529716134,0.540973425,0.528733313,0,0,0,0,0,27.66705322,11,0,0.067339286,0.050610121,0.19422321,0.62789315,0.659363568,23.01861382,22.92802048,23.32970238,23.64575768,24.7218399,0.017627399,77.07149506,0.289624542,0.232736975,0.436156422,0.518298268,0.505167961,0.498248488,0.393564999,0.291905731,0.722555041,0.689400017,0.629760265,0.430616021,0.300704479,31.76484489,31.7890625,32.2184906,32.08658981,32.21432495,26.83346367,27.14010429,27.46979141,27.23801994,27.40052032,21.94505119,22.53671837,22.76744843,22.43971443,22.6329422,0,18.95215988,19.59041595,19.85687447,19.61270905,20.84354019,3.174218893,3.06888032,3.086848974,3.209895849,3.15625,87.22187805,92.15989685,107.1364594,86.56080627,102.7378922,1089.562378,1147.250122,1461.062622,1026.187134,1126.700684,26.17153549,27.50520897,27.65132141,27.09160423,26.73714447,25.42131424,24.48760033,24.07242203,24.86148834,25.60393906,26.27298737,26.07739449,48.86035156,166.4953461,168.4981232,153.3922882,146.6625824,138.717453,1161.82666,1298.463501,1442.046021,1577.010254,1692.816162,54.41631699,60.81595612,67.54090881,73.86221313,79.28620148,12.40539074,12.60808563,14.06330681,12.31981754,13.05010414
GH202200000313,GHGE8AFL,GH,2022,313,GH2022DHS,12.01733208,13.65444756,15.52373695,17.49768257,18.55711746,26.81165123,29.82240295,33.40483093,26.52770233,32.09230042,27.06978416,26.53818703,26.42011261,27.08776474,28.3589325,9.801895142,9.241840363,9.455931664,9.610301018,9.54168129,NA,371.9590149,0.489362806,0.456605077,0.511843443,0.521481931,0.530905008,0,0,0,0,0,28.69330215,11,0,0.04831209,0.039487489,0.188388988,0.546413898,0.615026295,23.31195641,23.37783241,23.16668892,23.56000519,24.69615173,0.023781065,64.42269897,0.326480597,0.180547372,0.412457496,0.490404218,0.476948559,0.47270292,0.3362858,0.24972631,0.600447297,0.572757304,0.557202101,0.343980163,0.23697342,31.69019127,31.7284584,32.14352036,32.0074234,32.1461792,26.7684021,27.0846653,27.39312744,27.18091774,27.34807587,21.88829613,22.48661804,22.68758583,22.39712143,22.60449982,0.002321689,19.55412865,20.2174778,19.91326332,20.03224564,21.03336906,3.20771122,3.076027155,3.103949785,3.234534264,3.180208445,86.00403595,91.73451996,103.6869202,85.80476379,102.0602036,1115.720703,1140.678833,1433.922363,981.9085693,1054.954346,25.93522453,27.27227783,27.40028572,26.78157043,26.46340179,25.09703827,24.13347244,23.8398819,24.51089478,25.27893066,25.95053101,25.81511307,111.6464844,137.3164825,138.1035767,138.4955139,129.0076904,132.9881744,1870.602905,2114.135498,2374.351563,2625.809326,2850.370117,87.62906647,99.03743744,111.2273483,123.0069809,133.5266113,12.70445442,12.95225906,14.23330975,12.63806725,13.35706711
GH202200000314,GHGE8AFL,GH,2022,314,GH2022DHS,36.15048599,41.07524872,46.69844437,52.63645172,75.06716156,26.99372101,30.12057877,33.81000137,26.73240089,32.41299057,27.18480682,26.64559364,27.41710854,27.68283272,28.53298569,9.809100151,9.23246479,9.448466301,9.60544014,9.534823418,NA,251.0996094,0.496362448,0.479205668,0.525795996,0.525392056,0.527887106,0,0,0,0,0,28.30056381,11,0,0.054785687,0.041695923,0.204947159,0.549696982,0.636093676,23.06232262,23.15711975,23.60236168,23.62598801,24.47988892,0.019845096,74.81988525,0.28300634,0.229308307,0.397629678,0.480420828,0.466134518,0.474153966,0.322283149,0.234505281,0.570570827,0.548726618,0.563773572,0.323648244,0.215905309,31.68758774,31.7103157,32.13310242,32.00125885,32.12673569,26.7628479,27.06973457,27.38661766,27.17822647,27.33305931,21.87848663,22.47784996,22.68463516,22.39581871,22.59191322,0.02022936,18.9398365,19.66864586,19.78761673,19.5691433,20.42679214,3.207450867,3.077329397,3.104730844,3.227850199,3.176041603,86.5810318,92.69094849,104.9709473,86.28818512,102.9450073,1096.833984,1173.359131,1447.610107,985.4581909,1095.261475,25.96114922,27.311306,27.45582008,26.92030144,26.56402969,25.23113441,24.2586174,23.95506859,24.6409111,25.35651016,26.03298378,25.86779022,69.35546875,205.7757568,238.5730438,272.0383606,263.5384216,284.0392761,1862.206665,2104.64624,2363.694092,2614.023193,2837.576172,87.22780609,98.5839386,110.7180252,122.443718,132.9151764,12.89319611,13.16581821,14.56851864,12.83105278,13.59461021
GH202200000315,GHGE8AFL,GH,2022,315,GH2022DHS,81.79401398,92.93676758,105.6597977,119.0951233,146.7245941,26.59076118,29.73151398,33.11465454,26.29673195,31.96564674,28.27222252,27.47814178,28.41973495,28.8951664,30.16472054,9.829297066,9.26371479,9.483073235,9.622569084,9.554210663,NA,290.4746094,0.480675548,0.483005017,0.498625875,0.49977085,0.491663933,0,0,0,0,0,33.2549057,11,0,0.051144127,0.040519238,0.193096697,0.488957077,0.590184212,23.64969063,23.30309868,23.99360085,24.30723572,25.47777939,0.031861406,176.1237335,0.384510249,0.268589407,0.509656012,0.501443803,0.487924844,0.489095151,0.343666404,0.257780522,0.631516576,0.6027385,0.5989241,0.35491991,0.247188434,31.67543411,31.70481873,32.12430573,31.98684883,32.11840439,26.73784637,27.0491333,27.36132813,27.15594673,27.31436729,21.846138,22.44110298,22.64123154,22.36427879,22.56419373,0.111422032,19.02715874,19.12805557,19.56746483,19.71930504,20.79083633,3.222439289,3.085720539,3.109765768,3.24526906,3.192708492,85.6871109,91.74314117,102.9788208,85.33997345,102.0569916,1097.042236,1120.06189,1406.333252,932.7924194,1044.054199,25.93749428,27.28044128,27.45034981,26.8546772,26.49758148,25.08872414,24.10668945,23.82612419,24.47424889,25.2221508,25.87153244,25.7660656,33.96875,259.2352905,264.0848999,306.5448303,308.3961487,310.9040222,1870.431885,2113.942383,2374.134521,2625.569336,2850.109619,87.62905121,99.03742981,111.2273407,123.0069656,133.5265961,12.73940563,13.01427937,14.25486088,12.66378498,13.4077301
GH202200000316,GHGE8AFL,GH,2022,316,GH2022DHS,417.0617676,473.8778381,538.7516479,607.2573853,759.4448853,26.58798218,29.78663635,33.15908432,26.29943275,32.02079773,28.50555611,27.48550415,28.41026497,28.69370842,30.18909454,9.838932037,9.267534256,9.488801956,9.625347137,9.556727409,NA,313.9316406,0.488150001,0.483819276,0.475605041,0.494835943,0.471720397,0,0,0,0,0,37.62004471,11,0,0.05229729,0.040024828,0.195805579,0.477952093,0.585657954,23.66853523,23.28829002,23.94962883,24.15555191,25.40610886,0.042632081,701.1699219,0.790838242,0.502476752,0.991247416,0.453214675,0.430760652,0.428768128,0.269903868,0.200236768,0.506325305,0.469989955,0.476309061,0.248523489,0.170234486,31.67144203,31.69466209,32.11736298,31.98033905,32.1065979,26.72881889,27.0362854,27.3516922,27.14874077,27.3017807,21.83250999,22.42712784,22.62855911,22.35499191,22.54986954,0.75134939,18.83151436,19.0910759,19.48899269,19.6173954,20.62312508,3.225998402,3.088758707,3.111588717,3.245876789,3.194791794,85.772789,92.00373077,103.1774292,85.36471558,102.2997818,1092.770508,1138.602539,1407.166382,929.8740234,1056.734985,25.89260483,27.22630119,27.40563011,26.83343697,26.45501328,25.04895401,24.0616188,23.78286362,24.42963028,25.17016602,25.82095146,25.71153259,36.23828125,1044.477661,1196.411621,1018.489502,1116.951782,1240.999146,1868.668945,2111.949951,2371.896729,2623.094482,2847.42334,87.54646301,98.94408417,111.1224976,122.8910217,133.4007416,12.79720879,13.08811569,14.34284687,12.72058964,13.48190498
GH202200000317,GHGE8AFL,GH,2022,317,GH2022DHS,171.9670563,195.3940582,222.1434631,250.3904419,303.8452759,26.38203239,29.41995621,32.64697647,26.05634308,31.61918831,28.7733326,28.174366,28.00434685,28.72051048,29.66393089,9.818157196,9.270312309,9.487298012,9.623726845,9.556670189,NA,270.4648438,0.469521523,0.450183153,0.480164796,0.496787876,0.484059989,0,0,0,0,0,35.66976547,11,0,0.054053344,0.042559929,0.189078107,0.490534097,0.577186346,23.86911583,23.82113457,23.88763237,24.21751785,25.29899216,0.041748792,227.2235718,0.598899186,0.357382983,0.650984168,0.487981915,0.475425363,0.452071637,0.307201624,0.236634806,0.592640698,0.564092278,0.515005469,0.301039875,0.217918649,31.676651,31.72180367,32.13287354,31.9923172,32.1378479,26.74340248,27.06498909,27.3680706,27.15979385,27.3310051,21.8584919,22.4514904,22.64557266,22.36859131,22.58117867,0.199304536,18.96489906,19.46790504,19.77091408,19.71452522,20.93405533,3.222931147,3.083261013,3.108289957,3.253573656,3.196875095,85.02747345,90.70940399,101.4762726,84.77622986,101.0825958,1071.978638,1077.582642,1403.956665,911.8045654,984.56073,26.1174736,27.49298477,27.66087532,27.00527382,26.6897583,25.25940704,24.28065681,24.0013485,24.62078285,25.38821793,26.05207825,25.96538925,29.15917969,569.8647461,728.5081787,703.6994019,665.6138916,685.4018555,1870.259766,2113.747803,2373.916016,2625.327637,2849.847412,87.62905121,99.03742981,111.2273407,123.0069656,133.5266113,12.54314041,12.7809515,13.92446804,12.46228027,13.16169071
GH202200000318,GHGE8AFL,GH,2022,318,GH2022DHS,30.79801941,34.99361801,39.78423691,44.84305954,50.2341156,26.723423,29.49837112,33.33892059,26.31147385,31.83237267,27.57192612,26.95796776,27.04905319,27.67833328,27.82416916,9.832985878,9.282378197,9.491319656,9.65034771,9.584591866,NA,276.2490234,0.481861562,0.481453806,0.52474612,0.555302441,0.538045406,0,0,0,0,0,27.64947128,11,0,0.056399625,0.045465518,0.195964694,0.580724895,0.633385539,23.2042408,23.37511253,23.49937057,23.62826347,24.22942734,0.025924362,106.3119278,0.408610672,0.271173626,0.580167234,0.501714289,0.489992112,0.467638135,0.346186191,0.260086089,0.645988464,0.613883376,0.546321929,0.357980043,0.253795058,31.72057343,31.75885391,32.1794281,32.03979874,32.17873383,26.77973175,27.0960083,27.41145897,27.19045067,27.36058998,21.88758659,22.47647667,22.68810844,22.38945389,22.59414101,0,18.83655357,19.79225731,19.94968796,19.57819366,20.63468742,3.20355916,3.078341961,3.097178936,3.239409685,3.18402791,85.61006927,90.80607605,103.2565994,85.23364258,101.3551636,1063.60498,1076.562988,1376.104248,929.1862793,1003.092896,26.1712265,27.56638908,27.73030853,27.07260513,26.79307175,25.3851757,24.42772484,24.07385635,24.79567909,25.53991318,26.21422577,26.07899094,63.16894531,190.7298889,186.2359924,187.7630768,160.3083649,157.0127869,2995.072998,3245.666016,3496.017578,3709.077148,3863.657715,140.3180847,152.0582733,163.7871552,173.7689209,181.0109558,12.34085941,12.54941368,13.79197025,12.26087666,12.95059013
GH202200000319,GHGE8AFL,GH,2022,319,GH2022DHS,60.82301331,69.10890198,78.56990051,88.56056976,89.76426697,27.36892128,30.55276871,34.48862457,27.13664818,32.89186096,27.52303696,27.01047707,26.76902962,26.90266037,28.11067963,9.794603348,9.202257156,9.416348457,9.587384224,9.51355648,NA,248.4873047,0.498668075,0.485117435,0.517208159,0.49170658,0.48529771,0,0,0,0,0,28.08851242,11,0,0.0564151,0.039458662,0.203063473,0.55161345,0.647135794,23.19293594,23.3319397,23.22756386,23.29561806,24.32932091,0.676668465,317.8922119,7.367864132,0.829917014,10.41856194,0.490360498,0.470386118,0.492272675,0.358982623,0.257022232,0.597693801,0.563563347,0.631095529,0.378931046,0.248560712,31.69435883,31.7045002,32.13310242,32.00846481,32.12326431,26.77882004,27.07841492,27.40250206,27.19445801,27.34078407,21.89975357,22.50224304,22.71675301,22.42107964,22.60970879,0.079399958,18.86283302,19.65340233,19.68610001,19.68857574,20.54796219,3.196253061,3.070818901,3.100824594,3.212659121,3.161458254,87.47799683,93.82202148,106.9431686,87.18080139,103.9862442,1087.97876,1212.158203,1481.108887,1007.021423,1152.693848,25.94480515,27.2867012,27.42909622,26.97704124,26.57872009,25.28493881,24.2936306,23.99391365,24.70572662,25.39663124,26.06092072,25.85441017,82.99609375,355.5895691,345.4500122,393.8547974,458.7872314,421.6175232,2000.73584,2188.20752,2388.993164,2578.732422,2742.067627,93.69976807,102.4795685,111.8828888,120.7688828,128.4183044,13.09726715,13.37142563,14.97497654,13.04660892,13.84717178
GH202200000320,GHGE8AFL,GH,2022,320,GH2022DHS,169.8545837,192.9937897,219.4146118,247.3145905,374.1737671,26.94260597,30.26437187,33.84807205,26.6829052,32.53599548,27.70862961,27.91891098,27.28266525,27.48186302,28.70694351,9.832103729,9.239756584,9.460792542,9.608218193,9.535778999,NA,281.7646484,0.481874079,0.484576225,0.491484672,0.50702697,0.491420031,0,0,0,0,0,38.00659943,11,0,0.05524011,0.038168967,0.202601314,0.491228402,0.604792655,23.31331062,23.57455063,23.32304001,23.48372078,24.52128983,0.044693965,275.1034851,0.71966666,0.391368836,0.898621142,0.444133669,0.425437272,0.442225277,0.270818323,0.20140399,0.485904634,0.458582401,0.499182254,0.250180483,0.172039241,31.67352486,31.67811012,32.10949326,31.98068619,32.09132004,26.73576355,27.03258133,27.35805893,27.15834808,27.29772949,21.84142113,22.43835449,22.6486969,22.37246895,22.55554199,0.477079123,18.91799355,19.23018837,19.36341476,19.48557854,20.33563805,3.218475103,3.084707737,3.109158039,3.232103586,3.182291746,86.7141037,93.35674286,105.239006,86.24191284,103.5390244,1109.638916,1231.333984,1480.875244,992.47229,1091.785278,25.70540047,26.97458839,27.14970779,26.69445992,26.26964188,24.93621445,23.91176033,23.65306282,24.31320572,25.06002235,25.73219681,25.56864929,55.38964844,996.9914551,1233.27002,872.5596924,1009.938416,1109.332397,1835.957031,2074.979248,2330.375488,2577.176025,2797.577881,85.99824524,97.19430542,109.1573486,120.7177505,131.0416107,13.05532265,13.35767555,14.83969879,12.98869228,13.80439377
GH202200000321,GHGE8AFL,GH,2022,321,GH2022DHS,169.8545837,192.9937897,219.4146118,247.3145905,374.1737671,26.94260597,30.26437187,33.84807205,26.6829052,32.53599548,27.70862961,27.91891098,27.28266525,27.48186302,28.70694351,9.832103729,9.239756584,9.460792542,9.608218193,9.535778999,NA,281.7646484,0.481874079,0.484576225,0.491484672,0.50702697,0.491420031,0,0,0,0,0,38.00659943,11,0,0.05524011,0.038168967,0.202601314,0.491228402,0.604792655,23.31331062,23.57455063,23.32304001,23.48372078,24.52128983,0.044693965,275.1034851,0.71966666,0.391368836,0.898621142,0.444133669,0.425437272,0.442225277,0.270818323,0.20140399,0.485904634,0.458582401,0.499182254,0.250180483,0.172039241,31.67352486,31.67811012,32.10949326,31.98068619,32.09132004,26.73576355,27.03258133,27.35805893,27.15834808,27.29772949,21.84142113,22.43835449,22.6486969,22.37246895,22.55554199,0.477079123,18.91799355,19.23018837,19.36341476,19.48557854,20.33563805,3.218475103,3.084707737,3.109158039,3.232103586,3.182291746,86.7141037,93.35674286,105.239006,86.24191284,103.5390244,1109.638916,1231.333984,1480.875244,992.47229,1091.785278,25.70540047,26.97458839,27.14970779,26.69445992,26.26964188,24.93621445,23.91176033,23.65306282,24.31320572,25.06002235,25.73219681,25.56864929,55.38964844,996.9914551,1233.27002,872.5596924,1009.938416,1109.332397,1835.957031,2074.979248,2330.375488,2577.176025,2797.577881,85.99824524,97.19430542,109.1573486,120.7177505,131.0416107,13.05532265,13.35767555,14.83969879,12.98869228,13.80439377
GH202200000322,GHGE8AFL,GH,2022,322,GH2022DHS,25.03810883,28.44903946,32.34370804,36.45641708,38.74283218,26.76211739,30.08016205,33.54763794,26.49342918,32.33291245,27.83217239,27.5335331,27.40741158,27.37222481,29.0359745,9.845153809,9.257465363,9.480526924,9.619560242,9.548770905,NA,286.6425781,0.48632735,0.484367341,0.49040392,0.505167305,0.492063016,0,0,0,0,0,30.80805016,11,0,0.054473169,0.039531514,0.209349945,0.505646169,0.617096782,23.25519562,23.41377068,23.38894272,23.423172,24.60886765,0.023222553,111.050354,0.331796378,0.260156214,0.481201649,0.492203742,0.48048386,0.4936032,0.332070231,0.250408173,0.595988035,0.58194685,0.620032609,0.338292092,0.236864299,31.66848946,31.67622948,32.10648346,31.97400284,32.08715439,26.72326469,27.02158546,27.34523964,27.14633942,27.2871685,21.82333755,22.41876411,22.62595558,22.35444069,22.53838348,0.019237839,18.67822075,19.29400444,19.37047386,19.47411919,20.18176079,3.225795746,3.089771509,3.112196207,3.239597797,3.190624952,86.32912445,92.94082642,104.4068298,85.82805634,103.1622009,1119.604004,1212.478638,1450.283203,966.1517944,1067.177734,25.74267578,27.003088,27.1895256,26.70883942,26.27931976,24.92009354,23.9045639,23.65448952,24.28818703,25.04628944,25.71553612,25.57048607,69.57128906,265.7674255,275.827179,331.9538574,345.957428,360.3202209,1835.790161,2074.790527,2330.163818,2576.941895,2797.323486,85.99823761,97.19429779,109.1573486,120.7177582,131.0416107,12.98406982,13.2967329,14.6792593,12.91144657,13.71732426
GH202200000323,GHGE8AFL,GH,2022,323,GH2022DHS,525.1480713,596.6887207,678.3753052,764.6351318,964.0992432,26.58244705,29.89655876,33.24778748,26.30482674,32.13088989,28.01779175,27.32884216,27.75886726,27.85006523,29.36429787,9.858202934,9.275174141,9.500260353,9.630903244,9.56176281,NA,300.9384766,0.475407571,0.465337157,0.484219104,0.487885267,0.466590732,0,0,0,0,0,39.80520248,11,0,0.054158941,0.039342299,0.203128979,0.49648881,0.606011987,23.37042999,23.47076607,23.64790535,23.69470215,24.81719971,0.042998493,432.7590637,0.819062829,0.510599971,1.051777482,0.450908512,0.432793409,0.441297472,0.265184075,0.197733611,0.500068724,0.473790199,0.496706069,0.242079198,0.16703622,31.66345596,31.67434883,32.10347366,31.96731758,32.08298492,26.71076393,27.01059151,27.33242226,27.13433075,27.27660561,21.80525208,22.39917564,22.60321236,22.33641434,22.52122498,0.261762083,18.72306824,19.61268806,19.53694344,19.53933907,20.27009964,3.233116388,3.094835043,3.115234375,3.247092009,3.198958397,85.94413757,92.5249176,103.5746536,85.4141922,102.7853775,1121.541382,1182.395874,1407.832031,932.9777832,1058.437988,25.76580048,27.04796219,27.23015022,26.71583939,26.27706909,24.8918438,23.89706421,23.64399147,24.2578125,25.0099144,25.67653656,25.55473518,55.07617188,623.032959,611.1897583,682.3353882,634.9946289,635.3395996,1835.622314,2074.60083,2329.950684,2576.706299,2797.067871,85.99823761,97.19429779,109.157341,120.7177505,131.0416107,12.912817,13.2357893,14.51881981,12.83420086,13.6302557
GH202200000324,GHGE8AFL,GH,2022,324,GH2022DHS,21.38679314,24.30030632,27.62701416,31.13996696,32.45933533,26.28077507,29.57950401,32.72796249,25.96047401,31.80240059,28.24030304,28.15580177,28.95237541,29.08950233,30.18921471,9.90234375,9.320616722,9.551301956,9.664496422,9.596657753,NA,318.6347656,0.473130971,0.463768423,0.487401575,0.491376162,0.464153498,0,0,0,0,0,30.26583481,11,0,0.05336554,0.038860597,0.200636223,0.494130611,0.598693371,23.63123703,23.93829346,24.4818058,24.43656921,25.37313843,0.275108874,142.5767365,2.250638008,0.342261791,2.624503613,0.485211402,0.475087166,0.483892143,0.303690135,0.234426036,0.581336439,0.57011205,0.586244285,0.296932995,0.214286625,31.66659546,31.67827034,32.10743713,31.96640778,32.08006287,26.69061089,26.99063873,27.31061935,27.1173172,27.25695992,21.76425171,22.35765266,22.55613518,22.3019104,22.48340607,0.002526795,19.02217293,19.72078705,20.0112381,19.78363419,20.55706024,3.252401829,3.110575914,3.126678228,3.263599634,3.218373775,85.47563934,92.00928497,102.3298035,84.72459412,102.3520126,1114.889038,1158.139526,1431.528687,950.435791,1071.619629,25.8643856,27.14676094,27.31586456,26.74702835,26.28738213,24.84634018,23.89914513,23.66836929,24.22023773,24.9817524,25.67095375,25.57427216,61.50292969,158.0003357,168.631134,155.9152527,170.6460724,166.4762878,1778.464233,1992.690918,2221.089355,2440.127441,2633.560059,83.33577728,93.37407684,104.0764313,114.3401794,123.4040985,12.83552837,13.18405056,14.3145771,12.74716377,13.53307533
GH202200000325,GHGE8AFL,GH,2022,325,GH2022DHS,64.4081955,72.87425232,82.61625671,93.12628937,114.9505463,27.8478241,29.48521423,35.30215836,26.47585678,32.07442093,26.84404564,26.68488693,27.08338356,27.77758789,28.60331535,9.99150753,9.433579445,9.621918678,9.851576805,9.795125008,NA,247.515625,0.487347126,0.46620062,0.484997839,0.501081228,0.498705119,0,0,0,0,0,25.56045532,11,0,0.066837773,0.047538355,0.168721542,0.697730482,0.721055925,22.88334274,23.15641975,23.54874611,23.72737503,24.62866592,0.249465704,80.89541626,0.853245258,0.316986114,0.851783812,0.525054932,0.506381094,0.499677181,0.329650074,0.297250688,0.755975604,0.693241179,0.675248384,0.339804292,0.31677556,32.00059509,32.02727127,32.47511673,32.33706665,32.46783829,26.9773159,27.28447723,27.63773155,27.38427353,27.54628181,22.00908661,22.59369278,22.8531971,22.48548889,22.67271423,0.08950682,18.92263985,19.62795067,20.01410866,19.67716408,20.65401459,3.15707469,3.063831091,3.116131306,3.211660862,3.154918909,87.91766357,90.33771515,110.0061646,85.03146362,101.1921921,1051.263672,1116.825562,1348.789307,913.3458252,963.3613281,26.31617737,27.62545776,27.82773972,27.34823799,26.82041359,25.51935196,24.46684647,24.08661652,24.91248322,25.68226242,26.33803177,26.1088562,75.4296875,219.3488617,260.3077698,287.5895691,416.5574341,405.1103516,1302.638184,1499.220093,1723.805054,1963.209473,2201.298096,61.01700211,70.22511292,80.74491882,91.95888519,103.1112213,11.07006168,11.13244629,12.63497162,10.84574795,11.54323578
GH202200000326,GHGE8AFL,GH,2022,326,GH2022DHS,137.7026367,156.461792,177.8813782,200.5001526,232.0660095,27.01250648,28.92424774,34.29115295,26.2115345,31.60428619,27.73939133,26.85984612,27.55580711,27.81274986,28.81101799,9.965726852,9.421339989,9.612282753,9.809128761,9.751113892,NA,266.21875,0.478452355,0.459984899,0.530509949,0.529019237,0.513410628,0,0,0,0,0,28.73051834,11,0,0.063822396,0.046370868,0.187721044,0.63326633,0.679832757,23.30839348,22.95204163,23.63872528,23.68809891,24.50232124,0.039849922,119.0154572,0.402497739,0.274211586,0.510851562,0.514164507,0.501243174,0.461491793,0.315053672,0.262321442,0.705385089,0.663918436,0.533449888,0.313955814,0.260215312,31.86543655,31.88274002,32.33969879,32.19175339,32.30976486,26.85023117,27.15088272,27.508564,27.25120163,27.41685486,21.8997097,22.46140099,22.72741699,22.38262367,22.55865097,0.066846624,18.87739944,19.04423523,19.72164345,19.56344795,20.1936245,3.171918392,3.081539392,3.071079254,3.229890108,3.178877354,85.68146515,89.1312027,105.3108521,84.6603775,100.4661484,1032.965088,1119.693237,1390.276733,878.7362061,999.5244751,26.33463478,27.65958786,27.85654068,27.22362137,26.76294136,25.38718414,24.39627457,24.05268097,24.76020622,25.53206825,26.21389198,26.05124092,25.72460938,463.3336182,420.0150146,455.8070068,530.3236084,579.1933594,1482.480713,1752.464355,2058.592041,2381.208252,2703.612305,69.46007538,82.10987091,96.45316315,111.5690079,126.6749115,11.23659897,11.33794117,12.67093563,11.13441944,11.75649166
GH202200000327,GHGE8AFL,GH,2022,327,GH2022DHS,48.42233658,55.01888657,62.55096054,70.5047226,65.78453827,27.0796051,28.86996078,34.25358963,26.12798119,31.53340912,27.74768448,27.61710739,28.11820793,28.57967758,29.49606895,9.999464989,9.453921318,9.647526741,9.847034454,9.79029274,NA,284.0009766,0.463481456,0.46165058,0.490121931,0.478274524,0.470782042,0,0,0,0,0,29.48086166,11,0,0.066611119,0.045332465,0.175652787,0.618798316,0.674161553,23.31906319,23.38669586,23.98246002,24.14879227,25.0717659,0.035982195,123.1054459,0.425020903,0.272434175,0.517148018,0.517815888,0.504137933,0.476719379,0.31095624,0.268866241,0.721488774,0.67398423,0.567223787,0.308776826,0.270489603,31.92162895,31.94564629,32.40127563,32.25321198,32.37660599,26.89143562,27.19607925,27.551157,27.29628181,27.46205139,21.92216492,22.49172592,22.75374794,22.40617752,22.58631325,0.102870151,18.89044189,19.15628433,19.84671402,19.71790504,20.64746284,3.172092199,3.0799191,3.088729858,3.230005741,3.177719831,85.89900208,88.91714478,105.800087,84.3935318,100.2043381,1021.320007,1091.214844,1378.22229,874.8395996,959.6951294,26.31839752,27.65854073,27.83832169,27.24153137,26.7299881,25.37510872,24.3659668,24.01301003,24.73942184,25.48966408,26.19860077,25.9974308,22.75683594,216.9498596,267.157135,348.9738159,338.5739441,431.6558533,1412.455444,1669.686401,1961.354126,2268.731445,2575.906494,66.1791153,78.23139954,91.89718628,106.2990265,120.691391,11.08896542,11.17053986,12.50954056,10.95279312,11.57829094
