sn,region,district,school_name,location,gender,residency,email,category,is_stem,latitude,longitude,youth_literacy_count,mpi_score,pov_norm,lit_norm,priority_score,priority_tier
165,BONO,JAMAN NORTH,DIAMONO SENIOR HIGH SCHOOL,DUADASO NO.2,MIXED,DAY,diamonoshs@ges.gov.gh,C,No,7.65,-2.3,11666.0,0.2,0.5,0.8649723877343409,0.6459889550937363,HIGH
519,SAVANNAH,WEST GONJA,NDEWURA JAKPA SENIOR HIGH/TECH SCHOOL,DAMONGO,MIXED,DAY/BOARDING,ndewurajakpashst@ges.gov.gh,C,No,9.0833,-1.8167,11666.0,0.2,0.5,0.8649723877343409,0.6459889550937363,HIGH
500,OTI,KRACHI NCHUMURU,NCHUMURUMAN COMM. DAY SENIOR HIGH SCHOOL,[NEAR] TEGBI,MIXED,DAY,nchumurumancommdayshs@ges.gov.gh,C,No,8.5,0.1,11666.0,0.2,0.5,0.8649723877343409,0.6459889550937363,HIGH
632,VOLTA,HOHOE MUNICIPAL,AKPAFU SENIOR HIGH/TECH SCHOOL,AKPAFU,MIXED,DAY/BOARDING,akpafushst@ges.gov.gh,C,No,6.85,0.35,11666.0,0.2,0.5,0.8649723877343409,0.6459889550937363,HIGH
543,UPPER EAST,GARU TEMPANI,TEMPANE SENIOR HIGH SCHOOL,TEMPANE,MIXED,DAY/BOARDING,tempaneshs@ges.gov.gh,C,No,10.38,-0.32,11818.0,0.2,0.5,0.8622111611684349,0.6448844644673739,HIGH
136,ASHANTI,SEKYERE CENTRAL,"PRESBY SENIOR HIGH/TECH SCHOOL, KWAMANG",KWAMANG,MIXED,DAY/BOARDING,presbykwamangshst@ges.gov.gh,C,No,6.3325025,-0.4784514,12271.0,0.2,0.5,0.8539819793634646,0.6415927917453859,HIGH
135,ASHANTI,SEKYERE CENTRAL,GHANA MUSLIM MISSION SENIOR HIGH SCHOOL,BEPOSO,MIXED,DAY/BOARDING,ghanamuslimmissionshs@ges.gov.gh,C,No,7.3366184,-2.304839,12271.0,0.2,0.5,0.8539819793634646,0.6415927917453859,HIGH
134,ASHANTI,SEKYERE CENTRAL,NSUTAMAN CATH. SENIOR HIGH SCHOOL,NSUTA,MIXED,DAY/BOARDING,nsutamancathshs@ges.gov.gh,C,No,6.73,-1.54,12271.0,0.2,0.5,0.8539819793634646,0.6415927917453859,HIGH
457,NORTHERN,KUMBUNGU,KUMBUNGU SENIOR HIGH SCHOOL,KUMBUNGU,MIXED,DAY/BOARDING,kumbungushs@ges.gov.gh,C,No,9.55,-1.15,12484.0,0.2,0.5,0.8501126289783462,0.6400450515913385,HIGH
613,VOLTA,CENTRAL TONGU,MAFI-KUMASI SENIOR HIGH/TECH SCHOOL,MAFI-KUMASI,MIXED,DAY/BOARDING,mafikumasishst@ges.gov.gh,C,No,6.35,0.75,14500.0,0.2,0.5,0.8134900450515914,0.6253960180206366,HIGH
614,VOLTA,CENTRAL TONGU,ADIDOME SENIOR HIGH SCHOOL,ADIDOME,MIXED,DAY/BOARDING,adidomeshs@ges.gov.gh,C,No,5.8771706,0.3662603,14500.0,0.2,0.5,0.8134900450515914,0.6253960180206366,HIGH
510,SAVANNAH,BOLE,ST. ANTHONY OF PADUA SENIOR HIGH/TECH SCHOOL,BAMBOI,MIXED,DAY,stanthonyofpaduashs@ges.gov.gh,C,No,9.0268,-2.4863,14855.0,0.2,0.5,0.8070411277430606,0.6228164510972243,HIGH
509,SAVANNAH,BOLE,BOLE SENIOR HIGH SCHOOL,BOLE,MIXED,DAY/BOARDING,boleshs@ges.gov.gh,C,No,9.0333,-2.75,14855.0,0.2,0.5,0.8070411277430606,0.6228164510972243,HIGH
508,SAVANNAH,BOLE,BAMBOI COMM. SENIOR HIGH SCHOOL,BAMBOI,MIXED,DAY,bamboicommshs@ges.gov.gh,C,No,9.3815355,-0.8511432,14855.0,0.2,0.5,0.8070411277430606,0.6228164510972243,HIGH
559,UPPER WEST,JIRAPA,ULLO SENIOR HIGH SCHOOL,ULLO,MIXED,DAY/BOARDING,ulloshs@ges.gov.gh,C,No,10.25,-2.2,15320.0,0.2,0.5,0.7985939543670978,0.6194375817468392,HIGH
560,UPPER WEST,JIRAPA,HAN SENIOR HIGH SCHOOL,JIRAPA,MIXED,DAY,hanshs@ges.gov.gh,C,No,10.55,-2.7,15320.0,0.2,0.5,0.7985939543670978,0.6194375817468392,HIGH
561,UPPER WEST,JIRAPA,JIRAPA SENIOR HIGH SCHOOL,JIRAPA-TOWN,MIXED,DAY/BOARDING,jirapashs@ges.gov.gh,C,No,10.5887,-2.7707,15320.0,0.2,0.5,0.7985939543670978,0.6194375817468392,HIGH
562,UPPER WEST,JIRAPA,"ST. FRANCIS GIRLS SENIOR HIGH SCHOOL, JIRAPA",JIRAPA,FEMALE,DAY/BOARDING,stfrancisgirlsshs@ges.gov.gh,C,No,10.55,-2.7,15320.0,0.2,0.5,0.7985939543670978,0.6194375817468392,HIGH
277,CENTRAL,KOMENDA/EDINA/EGUAFO/A BIREM MUNICIPAL,EDINAMAN SENIOR HIGH SCHOOL,ELMINA,MIXED,DAY/BOARDING,edinamanshs@ges.gov.gh,C,No,5.05,-1.62,15320.0,0.2,0.5,0.7985939543670978,0.6194375817468392,HIGH
25,ASHANTI,AFIGYA-KWABRE,AFIGYAMAN SENIOR HIGH SCHOOL,KYEKYEWERE,MIXED,DAY,afigyamanshs@ges.gov.gh,C,No,7.142572,-1.6406402,15320.0,0.2,0.5,0.7985939543670978,0.6194375817468392,HIGH
22,ASHANTI,ADANSI SOUTH,NEW EDUBIASE SENIOR HIGH SCHOOL,NEW EDUBIASE,MIXED,DAY/BOARDING,newedubiaseshs@ges.gov.gh,C,No,6.1833,-1.5833,15413.0,0.2,0.5,0.7969045196919052,0.618761807876762,HIGH
552,UPPER EAST,KASENA-NANKANI WEST,MIRIGU COMMUNITY DAY SENIOR HIGH SCHOOL,MIRIGU,MIXED,DAY,mirigucommshs@ges.gov.gh,C,No,10.88,-1.02,16093.787878787878,0.203030303030303,0.5075757575757575,0.7845373514244318,0.6183603951152272,HIGH
521,UPPER EAST,BAWKU EAST,BAWKU TECH. INST.,BAWKU KPALUGU,MIXED,DAY,bawkutechinst@ges.gov.gh,C,No,11.0511766,-0.2670358,16093.787878787878,0.203030303030303,0.5075757575757575,0.7845373514244318,0.6183603951152272,HIGH
527,UPPER EAST,BOLGA EAST,GAMBIGO COMM. DAY SENIOR HIGH SCHOOL,GAMBIGO,MIXED,DAY,gambigocommshs@ges.gov.gh,C,No,10.85,-0.82,16093.787878787878,0.203030303030303,0.5075757575757575,0.7845373514244318,0.6183603951152272,HIGH
546,UPPER EAST,KASENA-NANKANI MUNICIPAL,ST. JOHN'S INTEGRATED SENIOR HIGH/TECH SCHOOL,TONO,MIXED,DAY/BOARDING,stjohnsintegratedshst@ges.gov.gh,C,No,10.88,-0.52,16093.787878787878,0.203030303030303,0.5075757575757575,0.7845373514244318,0.6183603951152272,HIGH
248,CENTRAL,AWUTU/SENYA,OBRACHIRE SENIOR HIGH/TECH SCHOOL,OBRAKYERE,MIXED,DAY/BOARDING,obrachireshst@ges.gov.gh,C,No,5.7,-0.98,16093.787878787878,0.203030303030303,0.5075757575757575,0.7845373514244318,0.6183603951152272,HIGH
522,UPPER EAST,BAWKU MUNICIPAL,BAWKU SENIOR HIGH/TECH SCHOOL,BAWKU,MIXED,DAY/BOARDING,bawkushst@ges.gov.gh,C,No,11.0667,-0.2333,16093.787878787878,0.203030303030303,0.5075757575757575,0.7845373514244318,0.6183603951152272,HIGH
305,EASTERN,AKWAPIM NORTH,MAMPONG/AKW SENIOR HIGH/TECH SCHOOL FOR THE DEAF,MAMPONG,MIXED,DAY/BOARDING,mampongakwshstforthedeaf@ges.gov.gh,C,No,7.0667,-1.4,16093.787878787878,0.203030303030303,0.5075757575757575,0.7845373514244318,0.6183603951152272,HIGH
548,UPPER EAST,KASENA-NANKANI MUNICIPAL,NAVRONGO SENIOR HIGH SCHOOL,JANANIA- NAVRONGO,MIXED,DAY/BOARDING,navrongoshs@ges.gov.gh,C,No,10.895,-1.095,16093.787878787878,0.203030303030303,0.5075757575757575,0.7845373514244318,0.6183603951152272,HIGH
547,UPPER EAST,KASENA-NANKANI MUNICIPAL,NOTRE DAME SEM/ SENIOR HIGH SCHOOL NAVRONGO,NAVRONGO,MALE,DAY/BOARDING,notredamesemshs@ges.gov.gh,C,No,10.8833,-1.0833,16093.787878787878,0.203030303030303,0.5075757575757575,0.7845373514244318,0.6183603951152272,HIGH
545,UPPER EAST,KASENA-NANKANI MUNICIPAL,AWE SENIOR HIGH/TECH SCHOOL,NAVRONGO,MIXED,DAY/BOARDING,aweshst@ges.gov.gh,C,No,10.8833,-1.0833,16093.787878787878,0.203030303030303,0.5075757575757575,0.7845373514244318,0.6183603951152272,HIGH
553,UPPER EAST,KASENA-NANKANI WEST,CHIANA SENIOR HIGH SCHOOL,CHIANA,MIXED,DAY/BOARDING,chianashs@ges.gov.gh,C,No,10.65,-1.05,16093.787878787878,0.203030303030303,0.5075757575757575,0.7845373514244318,0.6183603951152272,HIGH
554,UPPER EAST,KASSENA NANAKANA EAST,ST. BERNADETTES TECH/VOC. INST.,NAVRONGO,MIXED,DAY/BOARDING,stbernadettestechvocinst@ges.gov.gh,C,No,10.8833,-1.0833,16093.787878787878,0.203030303030303,0.5075757575757575,0.7845373514244318,0.6183603951152272,HIGH
544,UPPER EAST,KASENA-NANKANI,O.L.L. GIRLS SENIOR HIGH SCHOOL,NAVRONGO,FEMALE,DAY/BOARDING,ourladyoflourdesgilrlsshs@ges.gov.gh,C,No,10.8833,-1.0833,16093.787878787878,0.203030303030303,0.5075757575757575,0.7845373514244318,0.6183603951152272,HIGH
550,UPPER EAST,KASENA-NANKANI WEST,SIRIGU INTEGRATED SENIOR HIGH SCHOOL,SIRIGU,MIXED,DAY/BOARDING,sirigushs@ges.gov.gh,C,No,10.96,-1.08,16093.787878787878,0.203030303030303,0.5075757575757575,0.7845373514244318,0.6183603951152272,HIGH
549,UPPER EAST,KASENA-NANKANI WEST,PAGA SENIOR HIGH SCHOOL,PAGA,MIXED,DAY,pagashs@ges.gov.gh,C,No,10.99,-1.11,16093.787878787878,0.203030303030303,0.5075757575757575,0.7845373514244318,0.6183603951152272,HIGH
551,UPPER EAST,KASENA-NANKANI WEST,NABANGO SENIOR HIGH SCHOOL,NABANGO,MIXED,DAY,nabangoshs@ges.gov.gh,C,No,10.75,-0.95,16093.787878787878,0.203030303030303,0.5075757575757575,0.7845373514244318,0.6183603951152272,HIGH
523,UPPER EAST,BAWKU MUNICIPAL,BAWKU SENIOR HIGH SCHOOL,BAWKU,MIXED,DAY/BOARDING,bawkushs@ges.gov.gh,C,No,11.0667,-0.2333,16093.787878787878,0.203030303030303,0.5075757575757575,0.7845373514244318,0.6183603951152272,HIGH
518,SAVANNAH,SAWLA-TUNA-KALBA,SAWLA SENIOR HIGH SCHOOL,SAWLA,MIXED,DAY/BOARDING,sawlashs@ges.gov.gh,C,No,9.05,-2.5,15488.0,0.2,0.5,0.7955420723732016,0.6182168289492807,HIGH
515,SAVANNAH,EAST GONJA,SALAGA T.I. AHMAD SENIOR HIGH SCHOOL,SALAGA,MIXED,DAY/BOARDING,salagatiahmadiyyashs@ges.gov.gh,C,No,9.4273607,-0.8767444,15488.0,0.2,0.5,0.7955420723732016,0.6182168289492807,HIGH
514,SAVANNAH,EAST GONJA,SALAGA SENIOR HIGH SCHOOL,SALAGA,MIXED,DAY/BOARDING,salagashs@ges.gov.gh,C,No,10.6593164,-1.268658,15488.0,0.2,0.5,0.7955420723732016,0.6182168289492807,HIGH
469,NORTHERN,SAVELUGU-NANTON,PONG-TAMALE SENIOR HIGH SCHOOL,PONG-TAMALE,MIXED,DAY/BOARDING,pongtamaleshs@ges.gov.gh,C,Yes,9.4226781,-0.8620235,16029.0,0.2,0.5,0.7857142857142857,0.6142857142857143,HIGH
461,NORTHERN,SABOBA,WAPULI COMM. SENIOR HIGH SCHOOL,WAPULI,MIXED,DAY,wapulicommshs@ges.gov.gh,C,No,9.55,-0.35,16492.0,0.2,0.5,0.7773034442668216,0.6109213777067286,HIGH
462,NORTHERN,SABOBA,SABOBA E.P. SENIOR HIGH SCHOOL,SABOBA,MIXED,DAY/BOARDING,sabobaepshs@ges.gov.gh,C,No,9.7,-0.55,16492.0,0.2,0.5,0.7773034442668216,0.6109213777067286,HIGH
683,WESTERN,NZEMA EAST MUNICIPAL,AXIM GIRLS SENIOR HIGH SCHOOL,AXIM,FEMALE,DAY/BOARDING,aximgirlsshs@ges.gov.gh,C,No,4.87,-2.24,16658.0,0.2,0.5,0.7742878942014242,0.6097151576805697,HIGH
681,WESTERN,NZEMA EAST MUNICIPAL,GWIRAMAN COMM.SENIOR HIGH SCHOOL,BAMIANKO,MIXED,DAY,gwiramancommshs@ges.gov.gh,C,No,5.05,-2.13,16658.0,0.2,0.5,0.7742878942014242,0.6097151576805697,HIGH
721,WESTERN NORTH,WASSA AMENFI CENTRAL,MANSO-AMENFI COMM. DAY SENIOR HIGH SCHOOL,MANSO-AMENFI,MIXED,DAY,mansoamenficommshs@ges.gov.gh,C,No,6.06,-2.42,18674.0,0.2,0.5,0.7376653102746693,0.5950661241098677,HIGH
657,VOLTA,NORTH TONGU,BATTOR SENIOR HIGH SCHOOL,BATTOR,MIXED,DAY/BOARDING,battorshs@ges.gov.gh,C,No,5.9926294,0.8187733,18704.0,0.2,0.5,0.7371203313471879,0.5948481325388751,HIGH
655,VOLTA,NORTH TONGU,DOFOR SENIOR HIGH SCHOOL,JUAPONG,MIXED,DAY/BOARDING,doforshs@ges.gov.gh,C,No,6.98,0.3,18704.0,0.2,0.5,0.7371203313471879,0.5948481325388751,HIGH
659,VOLTA,NORTH TONGU,AVEYIME BATTOR SENIOR HIGH/TECH SCHOOL,AVEYIME- BATTOR,MIXED,DAY/BOARDING,aveyimebattorshst@ges.gov.gh,C,No,5.9926294,0.8187733,18704.0,0.2,0.5,0.7371203313471879,0.5948481325388751,HIGH
658,VOLTA,NORTH TONGU,VOLO COMM. SENIOR HIGH SCHOOL,VOLO,MIXED,DAY,volocommshs@ges.gov.gh,C,No,5.7065864,-0.1702485,18704.0,0.2,0.5,0.7371203313471879,0.5948481325388751,HIGH
656,VOLTA,NORTH TONGU,MEPE ST. KIZITO SENIOR HIGH/TECH SCHOOL,MEPE,MIXED,DAY/BOARDING,mepestkizitoshst@ges.gov.gh,C,No,6.25,0.45,18704.0,0.2,0.5,0.7371203313471879,0.5948481325388751,HIGH
459,NORTHERN,NANUMBA NORTH,BIMBILLA SENIOR HIGH SCHOOL,BIMBILLA,MIXED,DAY/BOARDING,bimbillashs@ges.gov.gh,C,No,9.3815355,-0.8511432,20428.0,0.2,0.5,0.7058022089812528,0.5823208835925011,HIGH
524,UPPER EAST,BAWKU WEST,ZEBILLA SENIOR HIGH/TECH SCHOOL,ZEBILLA,MIXED,DAY/BOARDING,zebillashst@ges.gov.gh,C,No,10.85,-0.28,20599.0,0.2,0.5,0.7026958290946084,0.5810783316378434,HIGH
525,UPPER EAST,BAWKU WEST,KUSANABA SENIOR HIGH SCHOOL,KUSANABA,MIXED,DAY/BOARDING,kusanabashs@ges.gov.gh,C,No,10.82,-0.7,20599.0,0.2,0.5,0.7026958290946084,0.5810783316378434,HIGH
482,NORTHERN,YENDI MUNICIPAL,DAGBON STATE SENIOR HIGH/TECH SCHOOL,YENDI,MIXED,DAY/BOARDING,dagbonstateshst@ges.gov.gh,C,No,9.4427,-0.0072,21729.0,0.2,0.5,0.6821682894928063,0.5728673157971225,HIGH
454,NORTHERN,GUSHEGU,GUSHEGU SENIOR HIGH SCHOOL,GUSHEGU,MIXED,DAY/BOARDING,gushegushs@ges.gov.gh,C,No,9.9333,-0.2167,21699.95238095238,0.1904761904761904,0.476190476190476,0.682695967501955,0.5587926727150676,HIGH
473,NORTHERN,TAMALE METRO,DABOKPA VOC/TECH. INST.,TAMALE,MIXED,DAY/BOARDING,dabokpatechvocinst@ges.gov.gh,C,No,9.4007,-0.8393,21699.95238095238,0.1904761904761904,0.476190476190476,0.682695967501955,0.5587926727150676,HIGH
478,NORTHERN,TAMALE METRO,"PRESBY SENIOR HIGH SCHOOL, TAMALE",TAMALE,MIXED,DAY,presbytamaleshs@ges.gov.gh,C,No,9.4007,-0.8393,21699.95238095238,0.1904761904761904,0.476190476190476,0.682695967501955,0.5587926727150676,HIGH
466,NORTHERN,SAGNERIGU,TAMALE TECHNICAL INSTITUTE,TAMALE,MIXED,DAY/BOARDING,tamaletechinst@ges.gov.gh,C,No,9.4007,-0.8393,21699.95238095238,0.1904761904761904,0.476190476190476,0.682695967501955,0.5587926727150676,HIGH
472,NORTHERN,TAMALE METRO,"GHANA SENIOR HIGH SCHOOL, TAMALE",TAMALE,MIXED,DAY/BOARDING,ghanatamaleshs@ges.gov.gh,C,No,9.4007,-0.8393,21699.95238095238,0.1904761904761904,0.476190476190476,0.682695967501955,0.5587926727150676,HIGH
471,NORTHERN,TAMALE METRO,"BUSINESS SENIOR HIGH SCHOOL, TAMALE",TAMALE,MIXED,DAY/BOARDING,businessshs@ges.gov.gh,C,No,9.4007,-0.8393,21699.95238095238,0.1904761904761904,0.476190476190476,0.682695967501955,0.5587926727150676,HIGH
476,NORTHERN,TAMALE METRO,ANBARIYA SENIOR HIGH SCHOOL,TAMALE,MIXED,DAY/BOARDING,anbariyashs@ges.gov.gh,C,No,9.4007,-0.8393,21699.95238095238,0.1904761904761904,0.476190476190476,0.682695967501955,0.5587926727150676,HIGH
467,NORTHERN,SAGNERIGU,TAMALE SENIOR HIGH SCHOOL,TAMALE,MIXED,DAY/BOARDING,tamaleshs@ges.gov.gh,C,Yes,9.4007,-0.8393,21699.95238095238,0.1904761904761904,0.476190476190476,0.682695967501955,0.5587926727150676,HIGH
475,NORTHERN,TAMALE METRO,"ST. CHARLES SENIOR HIGH SCHOOL, TAMALE",TAMALE,MALE,DAY/BOARDING,stcharlesshs@ges.gov.gh,C,No,9.4007,-0.8393,21699.95238095238,0.1904761904761904,0.476190476190476,0.682695967501955,0.5587926727150676,HIGH
477,NORTHERN,TAMALE METRO,TAMALE GIRLS SENIOR HIGH SCHOOL,TAMALE,FEMALE,DAY/BOARDING,tamalegirlsshs@ges.gov.gh,C,No,9.4007,-0.8393,21699.95238095238,0.1904761904761904,0.476190476190476,0.682695967501955,0.5587926727150676,HIGH
474,NORTHERN,TAMALE METRO,VITTING SENIOR HIGH/TECH.,TAMALE,MIXED,DAY/BOARDING,vittingshst@ges.gov.gh,C,No,9.4007,-0.8393,21699.95238095238,0.1904761904761904,0.476190476190476,0.682695967501955,0.5587926727150676,HIGH
530,UPPER EAST,BOLGATANGA MUNICIPAL,ZUARUNGU SENIOR HIGH SCHOOL,ZUARUNGU,MIXED,DAY/BOARDING,zuarungushs@ges.gov.gh,C,No,10.84,-0.79,7048.0,0.1,0.25,0.9488628106379886,0.5295451242551955,HIGH
330,EASTERN,BIRIM SOUTH,AKIM SWEDRU SENIOR HIGH SCHOOL,AKIM SWEDRU,MIXED,DAY/BOARDING,akimswedrushs@ges.gov.gh,C,No,5.8771706,0.3662603,7129.0,0.1,0.25,0.9473913675337888,0.5289565470135155,HIGH
654,VOLTA,NORTH DAYI,VAKPO SENIOR HIGH SCHOOL,VAKPO,MIXED,DAY/BOARDING,vakposhs@ges.gov.gh,C,No,6.9833,0.3,7325.0,0.1,0.25,0.9438308385409098,0.5275323354163639,HIGH
653,VOLTA,NORTH DAYI,VAKPO SENIOR HIGH/TECH SCHOOL,VAKPO,MIXED,DAY/BOARDING,vakposhst@ges.gov.gh,C,No,6.9833,0.3,7325.0,0.1,0.25,0.9438308385409098,0.5275323354163639,HIGH
652,VOLTA,NORTH DAYI,ANFOEGA SENIOR HIGH SCHOOL,ANFOEGA,MIXED,DAY/BOARDING,anfoegashs@ges.gov.gh,C,No,6.85,0.3,7325.0,0.1,0.25,0.9438308385409098,0.5275323354163639,HIGH
720,WESTERN NORTH,SUAMAN,DADIESO SENIOR HIGH SCHOOL,DADIESO,MIXED,DAY/BOARDING,dadiesoshs@ges.gov.gh,C,No,6.05,-2.85,7654.0,0.1,0.25,0.9378542363028628,0.5251416945211452,HIGH
680,WESTERN,MPOHOR WASSA EAST,DABOASE SENIOR HIGH/TECH SCHOOL,DABOASE,MIXED,DAY/BOARDING,daboaseshst@ges.gov.gh,C,No,5.35,-2.35,8902.0,0.1,0.25,0.9151831129196336,0.5160732451678535,HIGH
679,WESTERN,MPOHOR,MPOHOR SENIOR HIGH SCHOOL,MPOHOR,MIXED,DAY/BOARDING,mpohorshs@ges.gov.gh,C,No,5.15,-2.35,8902.0,0.1,0.25,0.9151831129196336,0.5160732451678535,HIGH
346,EASTERN,FANTEAKWA,"PRESBY SENIOR HIGH SCHOOL, BEGORO",BEGORO,MIXED,DAY/BOARDING,presbybegoroshs@ges.gov.gh,C,No,6.3325025,-0.4784514,9219.0,0.1,0.25,0.9094245022525796,0.5137698009010319,HIGH
155,BONO,BEREKUM-MUNICIPAL,"ST. AUGUSTINE SENIOR HIGH SCHOOL, NSAPOR- BEREKUM",NSAPOR- BEREKUM,MIXED,DAY,st.augustineberekumshs@ges.gov.gh,C,No,7.45,-2.59,9269.0,0.1,0.25,0.9085162040401104,0.5134064816160442,HIGH
684,WESTERN,PRESTEA HUNI VALLEY,"ST. AUGUSTINE'S SENIOR HIGH SCHOOL, BOGOSO",BOGOSO,MIXED,DAY/BOARDING,staugustinesbogososhs@ges.gov.gh,C,No,5.5333,-2.0,9269.0,0.1,0.25,0.9085162040401104,0.5134064816160442,HIGH
204,BONO EAST,SENE WEST,KWAME DANSO SENIOR HIGH/TECH SCHOOL,KWAME DANSO,MIXED,DAY/BOARDING,kwamedansoshst@ges.gov.gh,C,No,7.75,-1.2,9328.0,0.1,0.25,0.9074444121493968,0.5129777648597588,HIGH
196,BONO EAST,NKORANZA NORTH,BUSUNYA SENIOR HIGH SCHOOL,BUSUNYA,MIXED,DAY/BOARDING,busunyashs@ges.gov.gh,C,No,7.8,-1.4,9380.0,0.1,0.25,0.9064997820084292,0.5125999128033717,HIGH
195,BONO EAST,NKORANZA NORTH,OSEI BONSU SENIOR HIGH SCHOOL,YEFRI,MIXED,DAY/BOARDING,oseibonsushs@ges.gov.gh,C,No,7.75,-1.69,9380.0,0.1,0.25,0.9064997820084292,0.5125999128033717,HIGH
501,OTI,KRACHI WEST,KETE KRACHI SENIOR HIGH/TECH SCHOOL,KETE-KRACHI,MIXED,DAY,ketekrachishst@ges.gov.gh,C,No,7.8014,-0.0513,11893.777777777776,0.1111111111111111,0.2777777777777777,0.860834584766426,0.5110005005732371,HIGH
499,OTI,KRACHI EAST,ASUKAWKAW SENIOR HIGH SCHOOL,ASUKAWKAW,MIXED,DAY/BOARDING,asukawkawshs@ges.gov.gh,C,No,7.75,0.05,11893.777777777776,0.1111111111111111,0.2777777777777777,0.860834584766426,0.5110005005732371,HIGH
233,CENTRAL,AJUMAKO/ ENYAN/ESIAM,ENYAN MAIM COMM. DAY SENIOR HIGH SCHOOL,ENYAN MAIM,MIXED,DAY,enyanmaimcommshs@ges.gov.gh,C,No,5.314022,-1.00919,11893.777777777776,0.1111111111111111,0.2777777777777777,0.860834584766426,0.5110005005732371,HIGH
201,BONO EAST,PRU,ABEASEMAN COMM. DAY SENIOR HIGH SCHOOL,ABEASE,MIXED,DAY,abeasemancommshs@ges.gov.gh,C,No,7.993766,-0.326021,11893.777777777776,0.1111111111111111,0.2777777777777777,0.860834584766426,0.5110005005732371,HIGH
490,OTI,JASIKAN,BUEMAN SENIOR HIGH SCHOOL,JASIKAN,MIXED,DAY/BOARDING,buemanshs@ges.gov.gh,C,No,7.85,0.42,11893.777777777776,0.1111111111111111,0.2777777777777777,0.860834584766426,0.5110005005732371,HIGH
502,OTI,KRACHI WEST,KRACHI SENIOR HIGH SCHOOL,KETE-KRACHI,MIXED,DAY/BOARDING,krachishs@ges.gov.gh,C,No,7.8,-0.03,11893.777777777776,0.1111111111111111,0.2777777777777777,0.860834584766426,0.5110005005732371,HIGH
507,OTI,NKWANTA SOUTH,NTRUBOMAN SENIOR HIGH SCHOOL,BREWANIASE,MIXED,DAY/BOARDING,ntrubomanshs@ges.gov.gh,C,No,8.07,0.18,11893.777777777776,0.1111111111111111,0.2777777777777777,0.860834584766426,0.5110005005732371,HIGH
300,EASTERN,AKWAPIM NORTH,OKUAPEMAN SENIOR HIGH SCHOOL,AKROPONG,MIXED,DAY/BOARDING,okuapemanshs@ges.gov.gh,C,No,5.9746,-0.0854,11893.777777777776,0.1111111111111111,0.2777777777777777,0.860834584766426,0.5110005005732371,HIGH
161,BONO,DORMAA WEST,NKRANKWANTA COMM SENIOR HIGH SCHOOL,NKRANKWANTA,MIXED,DAY/BOARDING,nkrankwantacommshs@ges.gov.gh,C,No,7.75,-2.85,11893.777777777776,0.1111111111111111,0.2777777777777777,0.860834584766426,0.5110005005732371,HIGH
506,OTI,NKWANTA SOUTH,KYABOBO GIRLS SENIOR HIGH SCHOOL,NKWANTA,FEMALE,DAY,kyabobogirlsshs@ges.gov.gh,C,No,8.25,0.35,11893.777777777776,0.1111111111111111,0.2777777777777777,0.860834584766426,0.5110005005732371,HIGH
503,OTI,NKWANTA NORTH,KPASSA SENIOR HIGH/TECH SCHOOL,KPASSA,MIXED,DAY/BOARDING,kpassashst@ges.gov.gh,C,No,8.35,0.35,11893.777777777776,0.1111111111111111,0.2777777777777777,0.860834584766426,0.5110005005732371,HIGH
504,OTI,NKWANTA SOUTH,NKWANTA SENIOR HIGH SCHOOL,NKWANTA,MIXED,DAY/BOARDING,nkwantashs@ges.gov.gh,C,No,8.25,0.35,11893.777777777776,0.1111111111111111,0.2777777777777777,0.860834584766426,0.5110005005732371,HIGH
505,OTI,NKWANTA SOUTH,NKWANTA COMM SENIOR HIGH SCHOOL,NKWANTA,MIXED,DAY,nkwantacommshs@ges.gov.gh,C,No,8.25,0.35,11893.777777777776,0.1111111111111111,0.2777777777777777,0.860834584766426,0.5110005005732371,HIGH
498,OTI,KRACHI EAST,YABRAM COMM. DAY SCHOOL,DAMBAI,MIXED,DAY,yabramcommdayshs@ges.gov.gh,C,No,8.4,0.25,11893.777777777776,0.1111111111111111,0.2777777777777777,0.860834584766426,0.5110005005732371,HIGH
497,OTI,KRACHI EAST,OTI SENIOR HIGH/TECH SCHOOL,DAMBAI,MIXED,DAY/BOARDING,otishst@ges.gov.gh,C,No,8.0702,0.1773,11893.777777777776,0.1111111111111111,0.2777777777777777,0.860834584766426,0.5110005005732371,HIGH
237,CENTRAL,ASIKUMA/ODOBEN/ BRAKWA,BREMAN ASIKUMA SENIOR HIGH SCHOOL,BREMAN ASIKUMA,MIXED,DAY/BOARDING,bremanasikumashs@ges.gov.gh,C,No,5.35,-0.95,11893.777777777776,0.1111111111111111,0.2777777777777777,0.860834584766426,0.5110005005732371,HIGH
491,OTI,JASIKAN,OKADJAKROM SENIOR HIGH/TECH SCHOOL,OKADJAKROM,MIXED,DAY/BOARDING,okadjakromshst@ges.gov.gh,C,No,7.75,0.05,11893.777777777776,0.1111111111111111,0.2777777777777777,0.860834584766426,0.5110005005732371,HIGH
492,OTI,JASIKAN,BAGLO RIDGE SENIOR HIGH/TECH SCHOOL,BAGLO,MIXED,DAY,bagloridgeshst@ges.gov.gh,C,No,8.25,0.35,11893.777777777776,0.1111111111111111,0.2777777777777777,0.860834584766426,0.5110005005732371,HIGH
331,EASTERN,BIRIM SOUTH,ACHIASE SENIOR HIGH SCHOOL,ACHIASE,MIXED,DAY/BOARDING,achiaseshs@ges.gov.gh,C,No,5.8771706,0.3662603,9734.0,0.1,0.25,0.9000690306641477,0.5100276122656591,HIGH
