sn,region,district,school_name,location,gender,residency,email,category,is_stem,latitude,longitude,youth_literacy_count,mpi_score,elec_norm,water_norm,sanitation_norm,aid_norm,pov_norm,lit_norm,priority_score,priority_tier
528,UPPER EAST,BOLGATANGA,BOLGA TECH. INST.,BOLGATANGA,MIXED,DAY/BOARDING,bolgatechinst@ges.gov.gh,C,No,,,25491.0,0.1,0.0,0.9745529405514182,0.1188857171309437,0.069438286993457,0.25,0.6138279319866298,0.521868893104975,HIGH
531,UPPER EAST,BOLGATANGA MUNICIPAL,BOLGA SHERIGU COMM. SENIOR HIGH SCHOOL,BOLGA,MIXED,DAY,bolgasherigucommshs@ges.gov.gh,C,No,10.7858,-0.8533,25491.0,0.1,0.0,0.9745529405514182,0.1188857171309437,0.1201581073349849,0.25,0.6138279319866298,0.5203472984947292,HIGH
532,UPPER EAST,BOLGATANGA MUNICIPAL,ZAMSE SENIOR HIGH/TECH SCHOOL,BOLGATANGA,MIXED,DAY/BOARDING,zamseshst@ges.gov.gh,C,No,10.7858,-0.8533,25491.0,0.1,0.0,0.9745529405514182,0.1188857171309437,0.1201581073349849,0.25,0.6138279319866298,0.5203472984947292,HIGH
529,UPPER EAST,BOLGATANGA MUNICIPAL,BOLGA GIRLS SENIOR HIGH SCHOOL,ZAARE- BOLGATANGA,FEMALE,DAY/BOARDING,bolgagirlsshs@ges.gov.gh,C,No,10.7858,-0.8533,25491.0,0.1,0.0,0.9745529405514182,0.1188857171309437,0.1201581073349849,0.25,0.6138279319866298,0.5203472984947292,HIGH
666,VOLTA,SOUTH TONGU,SOGAKOPE SENIOR HIGH SCHOOL,SOGAKOPE,MIXED,DAY/BOARDING,sogakopeshs@ges.gov.gh,C,No,5.9,0.55,10774.823529411764,0.2058823529411765,0.7914492004877008,0.679466878365296,0.6563659258367609,0.0720375772381335,0.5147058823529412,0.8811614676389375,0.5163855176375649,HIGH
151,BONO,BANDA,BANDAMAN SENIOR HIGH SCHOOL,BANDA AHENKRO,MIXED,DAY/BOARDING,bandamanshs@ges.gov.gh,C,No,8.0,-2.6,4233.0,0.2,0.7823890967860753,0.877756106885157,0.7088370743332414,0.1201581073349849,0.5,1.0,0.5086354261866349,HIGH
632,VOLTA,HOHOE MUNICIPAL,AKPAFU SENIOR HIGH/TECH SCHOOL,AKPAFU,MIXED,DAY/BOARDING,akpafushst@ges.gov.gh,C,No,7.15,0.47,11666.0,0.2,0.7914492004877008,0.679466878365296,0.6563659258367609,0.1201581073349849,0.5,0.8649723877343409,0.5064828670526279,HIGH
204,BONO EAST,SENE WEST,KWAME DANSO SENIOR HIGH/TECH SCHOOL,KWAME DANSO,MIXED,DAY/BOARDING,kwamedansoshst@ges.gov.gh,C,No,7.8,-0.8,9328.0,0.1,0.4885650967445716,0.7504050261083076,0.5051589871035895,0.1201581073349849,0.25,0.9074444121493968,0.502621457454888,HIGH
195,BONO EAST,NKORANZA NORTH,OSEI BONSU SENIOR HIGH SCHOOL,YEFRI,MIXED,DAY/BOARDING,oseibonsushs@ges.gov.gh,C,No,7.8,-1.7,9380.0,0.1,0.4885650967445716,0.7504050261083076,0.5051589871035895,0.1201581073349849,0.25,0.9064997820084292,0.502385299919646,HIGH
196,BONO EAST,NKORANZA NORTH,BUSUNYA SENIOR HIGH SCHOOL,BUSUNYA,MIXED,DAY/BOARDING,busunyashs@ges.gov.gh,C,No,7.8,-1.7,9380.0,0.1,0.4885650967445716,0.7504050261083076,0.5051589871035895,0.1201581073349849,0.25,0.9064997820084292,0.502385299919646,HIGH
720,WESTERN NORTH,SUAMAN,DADIESO SENIOR HIGH SCHOOL,DADIESO,MIXED,DAY/BOARDING,dadiesoshs@ges.gov.gh,C,No,6.0,-3.0,7654.0,0.1,0.6168293044718609,0.6909756699333671,0.4283966098846141,0.1201581073349849,0.25,0.9378542363028628,0.4988588417793659,HIGH
614,VOLTA,CENTRAL TONGU,ADIDOME SENIOR HIGH SCHOOL,ADIDOME,MIXED,DAY/BOARDING,adidomeshs@ges.gov.gh,C,No,5.8771706,0.3662603,14500.0,0.2,0.7914492004877008,0.679466878365296,0.6563659258367609,0.1201581073349849,0.5,0.8134900450515914,0.4936122813819404,HIGH
613,VOLTA,CENTRAL TONGU,MAFI-KUMASI SENIOR HIGH/TECH SCHOOL,MAFI-KUMASI,MIXED,DAY/BOARDING,mafikumasishst@ges.gov.gh,C,No,6.2,0.48,14500.0,0.2,0.7914492004877008,0.679466878365296,0.6563659258367609,0.1201581073349849,0.5,0.8134900450515914,0.4936122813819404,HIGH
201,BONO EAST,PRU,ABEASEMAN COMM. DAY SENIOR HIGH SCHOOL,ABEASE,MIXED,DAY,abeasemancommshs@ges.gov.gh,C,No,7.993766,-0.326021,11893.777777777776,0.1111111111111111,0.4885650967445716,0.7504050261083076,0.5051589871035895,0.3184586578592693,0.2777777777777777,0.860834584766426,0.4933533174267501,HIGH
234,CENTRAL,AJUMAKO/ENYAN /ESSIAM,ENYAN-ABAASA TECHNICAL INSTITUTE,ENYAN-ABAASA,MIXED,DAY/BOARDING,enyanabaasatechinst@ges.gov.gh,C,No,5.4,-1.1,5210.0,0.2,0.865607260456027,0.8451481017659871,0.7208734762517489,0.1201581073349849,0.5,0.9822518529283536,0.491603409318313,HIGH
483,NORTHERN,YENDI MUNICIPAL,YENDI SENIOR HIGH SCHOOL,YENDI,MIXED,DAY/BOARDING,yendishs@ges.gov.gh,C,No,9.4441,-0.0073,24338.5,0.0833333333333333,0.520415087797951,0.4381036346875572,0.1144991969501381,0.1201581073349849,0.2083333333333332,0.634764205784043,0.4897728016767277,HIGH
292,EASTERN,AFRAM PLAINS (KWAHU NORTH),DONKORKROM AGRIC SENIOR HIGH SCHOOL,DONKORKROM,MIXED,DAY/BOARDING,donkorkromagricshs@ges.gov.gh,C,No,7.1,-0.5,9021.0,0.2,0.849116394963986,0.7674511101267872,0.7570803660943144,0.1201581073349849,0.5,0.9130213631739572,0.4867140264350225,HIGH
293,EASTERN,AFRAM PLAINS (KWAHU NORTH),MEM-CHEMFRE COMM. SENIOR HIGH SCHOOL,MEM-CHEMFRE,MIXED,DAY,memchemfrecommshs@ges.gov.gh,C,No,7.1,-0.5,9021.0,0.2,0.849116394963986,0.7674511101267872,0.7570803660943144,0.1201581073349849,0.5,0.9130213631739572,0.4867140264350225,HIGH
351,EASTERN,KWAHU AFRAM PLAINS NORTH,AMANKWAKROM FISHERIES AGRIC. TECH. INST.,AMANKWAKROM,MIXED,DAY,amankwakromfisheriesagrictechinst@ges.gov.g,C,No,,,9021.0,0.2,0.849116394963986,0.7674511101267872,0.7570803660943144,0.1201581073349849,0.5,0.9130213631739572,0.4867140264350225,HIGH
199,BONO EAST,PRU,YEJI SENIOR HIGH/TECH SCHOOL,YEJI,MIXED,DAY/BOARDING,yejishst@ges.gov.gh,C,No,8.0,-0.8,11818.0,0.1,0.4885650967445716,0.7504050261083076,0.5051589871035895,0.3184586578592693,0.25,0.8622111611684349,0.485364128193919,HIGH
208,BONO EAST,TECHIMAN MUNICIPAL,"OUR LADY OF MOUNT CARMEL GIRLS SENIOR HIGH SCHOOL, TECHIMAN",TECHIMAN,FEMALE,DAY/BOARDING,ourladyofmountcarmelgirlsshs@ges.gov.gh,C,No,7.5580494,-1.937679,15885.032258064515,0.1161290322580645,0.4885650967445716,0.7504050261083076,0.5051589871035895,0.1201581073349849,0.2903225806451612,0.7883295985673501,0.4849395282529247,HIGH
197,BONO EAST,NKORANZA SOUTH,KWABRE SENIOR HIGH SCHOOL,AKUMA,MIXED,DAY/BOARDING,kwabreshs@ges.gov.gh,C,No,7.6,-1.75,15885.032258064515,0.1161290322580645,0.4885650967445716,0.7504050261083076,0.5051589871035895,0.1201581073349849,0.2903225806451612,0.7883295985673501,0.4849395282529247,HIGH
210,BONO EAST,TECHIMAN MUNICIPAL,KWARTENG ANKOMAH SENIOR HIGH SCHOOL,TANOSO- TECHMIAN,MIXED,DAY/BOARDING,kwartengankomahshs@ges.gov.gh,C,No,7.5924,-1.9367,15885.032258064515,0.1161290322580645,0.4885650967445716,0.7504050261083076,0.5051589871035895,0.1201581073349849,0.2903225806451612,0.7883295985673501,0.4849395282529247,HIGH
207,BONO EAST,TECHIMAN MUNICIPAL,TECHIMAN SENIOR HIGH SCHOOL,TECHIMAN,MIXED,DAY/BOARDING,techimanshs@ges.gov.gh,C,No,7.5924,-1.9367,15885.032258064515,0.1161290322580645,0.4885650967445716,0.7504050261083076,0.5051589871035895,0.1201581073349849,0.2903225806451612,0.7883295985673501,0.4849395282529247,HIGH
192,BONO EAST,KINTAMPO NORTH MUNICIPAL,KINTAMPO SENIOR HIGH SCHOOL,KINTAMPO,MIXED,DAY/BOARDING,kintamposhs@ges.gov.gh,C,No,8.06,-1.73,15885.032258064515,0.1161290322580645,0.4885650967445716,0.7504050261083076,0.5051589871035895,0.1201581073349849,0.2903225806451612,0.7883295985673501,0.4849395282529247,HIGH
209,BONO EAST,TECHIMAN MUNICIPAL,YEBOAH ASUAMAH SENIOR HIGH SCHOOL,NSUTA,MIXED,DAY,yeboahasuamahshs@ges.gov.gh,C,No,7.5924,-1.9367,15885.032258064515,0.1161290322580645,0.4885650967445716,0.7504050261083076,0.5051589871035895,0.1201581073349849,0.2903225806451612,0.7883295985673501,0.4849395282529247,HIGH
206,BONO EAST,TECHIMAN MUNICIPAL,KESSE BASAHYIA SENIOR HIGH SCHOOL,TECHIMAN OFORIKROM,MIXED,DAY,kessebasahyiashs@ges.gov.gh,C,No,7.5924,-1.9367,15885.032258064515,0.1161290322580645,0.4885650967445716,0.7504050261083076,0.5051589871035895,0.1201581073349849,0.2903225806451612,0.7883295985673501,0.4849395282529247,HIGH
205,BONO EAST,TECHIMAN MUNICIPAL,GYARKO COMM. DAY SENIOR HIGH SCHOOL,TECHIMAN,MIXED,DAY,gyarkocommshs@ges.gov.gh,C,No,7.5924,-1.9367,15885.032258064515,0.1161290322580645,0.4885650967445716,0.7504050261083076,0.5051589871035895,0.1201581073349849,0.2903225806451612,0.7883295985673501,0.4849395282529247,HIGH
188,BONO EAST,ATEBUBU-AMANTIN,ATEBUBU SENIOR HIGH SCHOOL,ATEBUBU,MIXED,DAY/BOARDING,atebubushs@ges.gov.gh,C,No,7.75,-1.0,15885.032258064515,0.1161290322580645,0.4885650967445716,0.7504050261083076,0.5051589871035895,0.1457817296326812,0.2903225806451612,0.7883295985673501,0.4841708195839938,HIGH
190,BONO EAST,ATEBUBU-AMANTIN,AMANTEN SENIOR HIGH SCHOOL,AMANTEN,MIXED,DAY/BOARDING,amantenshs@ges.gov.gh,C,No,7.75,-1.0,15885.032258064515,0.1161290322580645,0.4885650967445716,0.7504050261083076,0.5051589871035895,0.1457817296326812,0.2903225806451612,0.7883295985673501,0.4841708195839938,HIGH
189,BONO EAST,ATEBUBU-AMANTIN,NEW KROKOMPE COMM. SENIOR HIGH SCHOOL,NEW KONKROMPE,MIXED,DAY/BOARDING,newkrokompecommshs@ges.gov.gh,C,No,7.75,-1.0,15885.032258064515,0.1161290322580645,0.4885650967445716,0.7504050261083076,0.5051589871035895,0.1457817296326812,0.2903225806451612,0.7883295985673501,0.4841708195839938,HIGH
296,EASTERN,AKUAPEM NORTH,J.G. KNOL VOC. TECH. INST.,ADUKROM AKW.,MIXED,DAY/BOARDING,jgknoltechvocinst@ges.gov.gh,C,No,6.0270069,-0.0810198,10774.823529411764,0.2058823529411765,0.849116394963986,0.7674511101267872,0.7570803660943144,0.1201581073349849,0.5147058823529412,0.8811614676389375,0.4831608172571499,HIGH
372,EASTERN,NEW JUABEN MUNICIPAL,OYOKO METHODIST SENIOR HIGH SCHOOL,OYOKO,MIXED,DAY/BOARDING,oyokomethodistshs@ges.gov.gh,C,No,6.1,-0.26,10774.823529411764,0.2058823529411765,0.849116394963986,0.7674511101267872,0.7570803660943144,0.1201581073349849,0.5147058823529412,0.8811614676389375,0.4831608172571499,HIGH
379,EASTERN,NSAWAM ADOAGYIRI,"ST. MARTIN'S SENIOR HIGH SCHOOL, NSAWAM",NSAWAM,MIXED,DAY/BOARDING,stmartinsshs@ges.gov.gh,C,No,5.8,-0.36,10774.823529411764,0.2058823529411765,0.849116394963986,0.7674511101267872,0.7570803660943144,0.1201581073349849,0.5147058823529412,0.8811614676389375,0.4831608172571499,HIGH
333,EASTERN,DENKYEMBOUR,AKWATIA TECH. INST.,AKWATIA,MIXED,DAY/BOARDING,akwatiatechinst@ges.gov.gh,C,No,6.0310013,-0.8051658,10774.823529411764,0.2058823529411765,0.849116394963986,0.7674511101267872,0.7570803660943144,0.1201581073349849,0.5147058823529412,0.8811614676389375,0.4831608172571499,HIGH
710,WESTERN NORTH,BIBIANI/ANHWIASO/ BEKWAI,CHIRANO COMM. DAY SENIOR HIGH SCHOOL,CHIRANO,MIXED,DAY,chiranocommshs@ges.gov.gh,C,No,6.47,-2.3,14972.846153846154,0.1230769230769231,0.6168293044718609,0.6909756699333671,0.4283966098846141,0.1201581073349849,0.3076923076923077,0.8049003387253642,0.4829280596926836,HIGH
709,WESTERN NORTH,BIBIANI/ANHWIASO/ BEKWAI,"QUEENS GIRLS' SENIOR HIGH SCHOOL, SEFWI AWHIASO",SEFWI ANWHIASO,FEMALE,DAY/BOARDING,queensgirlsshs@ges.gov.gh,C,No,6.319177,-2.250302,14972.846153846154,0.1230769230769231,0.6168293044718609,0.6909756699333671,0.4283966098846141,0.1201581073349849,0.3076923076923077,0.8049003387253642,0.4829280596926836,HIGH
705,WESTERN NORTH,AOWIN SUAMAN,NANA BRENTU SENIOR HIGH/TECH SCHOOL,ENCHI,MIXED,DAY/BOARDING,nanabrentushst@ges.gov.gh,C,No,,,14972.846153846154,0.1230769230769231,0.6168293044718609,0.6909756699333671,0.4283966098846141,0.1201581073349849,0.3076923076923077,0.8049003387253642,0.4829280596926836,HIGH
708,WESTERN NORTH,BIBIANI/ANHWIASO/ BEKWAI,BIBIANI SENIOR HIGH/TECH SCHOOL,BIBIANI,MIXED,DAY/BOARDING,bibianishst@ges.gov.gh,C,No,6.47,-2.3,14972.846153846154,0.1230769230769231,0.6168293044718609,0.6909756699333671,0.4283966098846141,0.1201581073349849,0.3076923076923077,0.8049003387253642,0.4829280596926836,HIGH
294,EASTERN,AFRAM PLAINS (KWAHU SOUTH),MAAME KROBO COMM. SENIOR HIGH SCHOOL,MAAME KROBO,MIXED,DAY,maamekrobocommshs@ges.gov.gh,C,No,,,10182.0,0.2,0.849116394963986,0.7674511101267872,0.7570803660943144,0.1201581073349849,0.5,0.8919306786804244,0.4814413553116392,HIGH
295,EASTERN,AFRAM PLAINS (KWAHU SOUTH),ST. FIDELIS SENIOR HIGH/TECH SCHOOL,TEASE,MIXED,DAY/BOARDING,stfidelisshst@ges.gov.gh,C,No,6.9331173,-0.2549323,10182.0,0.2,0.849116394963986,0.7674511101267872,0.7570803660943144,0.1201581073349849,0.5,0.8919306786804244,0.4814413553116392,HIGH
714,WESTERN NORTH,SEFWI AKONTOMBRA,NSAWORA EDUMAFA COMM. SENIOR HIGH SCHOOL,NSAWORA EDUMAFA,MIXED,DAY,nsaworaedumafacommshs@ges.gov.gh,C,No,6.0,-2.9,11557.0,0.1,0.6168293044718609,0.6909756699333671,0.4283966098846141,0.1201581073349849,0.25,0.8669524778375236,0.4811334021630311,HIGH
193,BONO EAST,KINTAMPO SOUTH,JEMA SENIOR HIGH SCHOOL,JEMA,MIXED,DAY/BOARDING,jemashs@ges.gov.gh,C,No,7.9,-1.8,13233.0,0.1,0.4885650967445716,0.7504050261083076,0.5051589871035895,0.2694835551491035,0.25,0.8365063217555588,0.4804071714220049,HIGH
712,WESTERN NORTH,BODI,BODI SENIOR HIGH SCHOOL,BODI,MIXED,DAY,bodishs@ges.gov.gh,C,No,6.5,-2.6,11834.0,0.1,0.6168293044718609,0.6909756699333671,0.4283966098846141,0.1201581073349849,0.25,0.8619205057404447,0.4798754091387614,HIGH
717,WESTERN NORTH,SEFWI WIAWSO,SEFWI-WIAWSO SENIOR HIGH SCHOOL,SEFWI-WIAWSO,MIXED,DAY/BOARDING,sefwiwiawsoshs@ges.gov.gh,C,No,6.21,-2.48,14972.846153846154,0.1230769230769231,0.6168293044718609,0.6909756699333671,0.4283966098846141,0.2803027136305177,0.3076923076923077,0.8049003387253642,0.4781237215038176,HIGH
165,BONO,JAMAN NORTH,DIAMONO SENIOR HIGH SCHOOL,DUADASO NO.2,MIXED,DAY,diamonoshs@ges.gov.gh,C,No,7.7,-2.8,11666.0,0.2,0.7823890967860753,0.877756106885157,0.7088370743332414,0.0737828047198066,0.5,0.8649723877343409,0.4762697821986755,HIGH
191,BONO EAST,KINTAMPO NORTH,NEW LONGORO COMM SENIOR HIGH SCHOOL (DEGA),NEW LONGORO,MIXED,DAY,newlongorocommshs@ges.gov.gh,C,No,,,15885.032258064515,0.1161290322580645,0.4885650967445716,0.7504050261083076,0.5051589871035895,0.469208904360303,0.2903225806451612,0.7883295985673501,0.4744680043421651,HIGH
278,CENTRAL,KOMENDA/EDINA/EGUAFO/A BIREM MUNICIPAL,KOMENDA SENIOR HIGH/TECH SCHOOL,KOMENDA,MIXED,DAY/BOARDING,komendashst@ges.gov.gh,C,No,5.9668857,-0.9929572,10774.823529411764,0.2058823529411765,0.865607260456027,0.8451481017659871,0.7208734762517489,0.1201581073349849,0.5147058823529412,0.8811614676389375,0.4707425777018413,HIGH
287,CENTRAL,TWIFU ATTI-MOKWAA,MOKWAA SENIOR HIGH SCHOOL,NAMOO,MIXED,DAY,mokwaashs@ges.gov.gh,C,No,,,10774.823529411764,0.2058823529411765,0.865607260456027,0.8451481017659871,0.7208734762517489,0.1201581073349849,0.5147058823529412,0.8811614676389375,0.4707425777018413,HIGH
235,CENTRAL,ASIKUMA/ODOBEN/ BRAKWA,BRAKWA SENIOR HIGH/TECH SCHOOL,BRAKWA,MIXED,DAY/BOARDING,brakwashst@ges.gov.gh,C,No,,,10774.823529411764,0.2058823529411765,0.865607260456027,0.8451481017659871,0.7208734762517489,0.1201581073349849,0.5147058823529412,0.8811614676389375,0.4707425777018413,HIGH
657,VOLTA,NORTH TONGU,BATTOR SENIOR HIGH SCHOOL,BATTOR,MIXED,DAY/BOARDING,battorshs@ges.gov.gh,C,No,5.9926294,0.8187733,18704.0,0.2,0.7914492004877008,0.679466878365296,0.6563659258367609,0.2738715272923637,0.5,0.7371203313471879,0.4699084503571182,HIGH
656,VOLTA,NORTH TONGU,MEPE ST. KIZITO SENIOR HIGH/TECH SCHOOL,MEPE,MIXED,DAY/BOARDING,mepestkizitoshst@ges.gov.gh,C,No,6.05,0.5,18704.0,0.2,0.7914492004877008,0.679466878365296,0.6563659258367609,0.2738715272923637,0.5,0.7371203313471879,0.4699084503571182,HIGH
658,VOLTA,NORTH TONGU,VOLO COMM. SENIOR HIGH SCHOOL,VOLO,MIXED,DAY,volocommshs@ges.gov.gh,C,No,5.7065864,-0.1702485,18704.0,0.2,0.7914492004877008,0.679466878365296,0.6563659258367609,0.2738715272923637,0.5,0.7371203313471879,0.4699084503571182,HIGH
659,VOLTA,NORTH TONGU,AVEYIME BATTOR SENIOR HIGH/TECH SCHOOL,AVEYIME- BATTOR,MIXED,DAY/BOARDING,aveyimebattorshst@ges.gov.gh,C,No,5.9926294,0.8187733,18704.0,0.2,0.7914492004877008,0.679466878365296,0.6563659258367609,0.2738715272923637,0.5,0.7371203313471879,0.4699084503571182,HIGH
655,VOLTA,NORTH TONGU,DOFOR SENIOR HIGH SCHOOL,JUAPONG,MIXED,DAY/BOARDING,doforshs@ges.gov.gh,C,No,6.05,0.5,18704.0,0.2,0.7914492004877008,0.679466878365296,0.6563659258367609,0.2738715272923637,0.5,0.7371203313471879,0.4699084503571182,HIGH
216,BONO EAST,TANO NORTH,ABRAFI SENIOR HIGH SCHOOL,TECHIMAN,MIXED,DAY,abrafishs@ges.gov.gh,C,No,7.2,-2.1,19241.0,0.1,0.4885650967445716,0.7504050261083076,0.5051589871035895,0.0203389886661241,0.25,0.7273652085452695,0.460596230113922,HIGH
671,WESTERN,AHANTA WEST,SANKOR COMM. DAY SENIOR HIGH SCHOOL,SANKOR,MIXED,DAY,sankorcommshs@ges.gov.gh,C,No,4.9,-2.0,10774.823529411764,0.2058823529411765,0.8733405847238485,0.9107042530291726,0.7280866362388649,0.0753041131795383,0.5147058823529412,0.8811614676389375,0.4602031887843644,HIGH
305,EASTERN,AKWAPIM NORTH,MAMPONG/AKW SENIOR HIGH/TECH SCHOOL FOR THE DEAF,MAMPONG,MIXED,DAY/BOARDING,mampongakwshstforthedeaf@ges.gov.gh,C,No,,,16093.787878787878,0.203030303030303,0.849116394963986,0.7674511101267872,0.7570803660943144,0.0289144731299636,0.5075757575757575,0.7845373514244318,0.459603059796519,HIGH
676,WESTERN,ELLEMBELLE,KIKAM TECH. INST.,KIKAM,MIXED,DAY/BOARDING,kikamtechinst@ges.gov.gh,C,No,4.9259008,-2.3155321,10774.823529411764,0.2058823529411765,0.8733405847238485,0.9107042530291726,0.7280866362388649,0.1201581073349849,0.5147058823529412,0.8811614676389375,0.4588575689597011,HIGH
686,WESTERN,PRESTEA HUNI VALLEY,PRESTEA SENIOR HIGH/TECH SCHOOL,PRESTEA,MIXED,DAY/BOARDING,presteashst@ges.gov.gh,C,No,5.35,-2.15,10774.823529411764,0.2058823529411765,0.8733405847238485,0.9107042530291726,0.7280866362388649,0.1201581073349849,0.5147058823529412,0.8811614676389375,0.4588575689597011,HIGH
713,WESTERN NORTH,JUABESO,JUABOSO SENIOR HIGH SCHOOL,JUABOSO,MIXED,DAY/BOARDING,juabososhs@ges.gov.gh,C,No,6.3,-2.8,15840.0,0.1,0.6168293044718609,0.6909756699333671,0.4283966098846141,0.236605082133138,0.25,0.789147652957419,0.4581887866990604,HIGH
213,BONO EAST,TECHIMAN NORTH,TUOBODOM SENIOR HIGH/TECH SCHOOL,TUOBODOM,MIXED,DAY/BOARDING,tuobodomshst@ges.gov.gh,C,No,7.7,-1.95,19241.0,0.1,0.4885650967445716,0.7504050261083076,0.5051589871035895,0.1201581073349849,0.25,0.7273652085452695,0.4576016565538561,HIGH
215,BONO EAST,TECHIMAN NORTH,KROBO COMM.SENIOR HIGH SCHOOL,KROBO,MIXED,DAY,krobocommshs@ges.gov.gh,C,No,7.7,-1.95,19241.0,0.1,0.4885650967445716,0.7504050261083076,0.5051589871035895,0.1201581073349849,0.25,0.7273652085452695,0.4576016565538561,HIGH
212,BONO EAST,TECHIMAN NORTH,"ST. FRANCIS SEMINARY/SENIOR HIGH SCHOOL, BUOYEM",BUOYEM,MALE,DAY/BOARDING,st.francisseminaryshs@ges.gov.gh,C,No,,,19241.0,0.1,0.4885650967445716,0.7504050261083076,0.5051589871035895,0.1201581073349849,0.25,0.7273652085452695,0.4576016565538561,HIGH
211,BONO EAST,TECHIMAN NORTH,GUAKRO EFFAH SENIOR HIGH SCHOOL,OFFUMAN,MIXED,DAY,guakroeffahshs@ges.gov.gh,C,No,7.7,-1.95,19241.0,0.1,0.4885650967445716,0.7504050261083076,0.5051589871035895,0.1201581073349849,0.25,0.7273652085452695,0.4576016565538561,HIGH
719,WESTERN NORTH,SEFWI WIAWSO,"ST. JOSEPH SENIOR HIGH SCHOOL, SEFWI WIAWSO",SEFWI WIAWSO,MIXED,DAY/BOARDING,stjosephshs@ges.gov.gh,C,No,6.21,-2.48,15850.0,0.1,0.6168293044718609,0.6909756699333671,0.4283966098846141,0.2803027136305177,0.25,0.7889659933149251,0.4568324428435155,HIGH
21,ASHANTI,ADANSI SOUTH,AKROFUOM SENIOR HIGH/TECH SCHOOL,AKROFUOM,MIXED,DAY/BOARDING,akrofuomshst@ges.gov.gh,C,No,6.15,-1.55,8440.0,0.2,0.808679285167131,0.97368862001781,0.899782131978893,0.2054891189364459,0.5,0.9235757884028484,0.4539553742579985,HIGH
653,VOLTA,NORTH DAYI,VAKPO SENIOR HIGH/TECH SCHOOL,VAKPO,MIXED,DAY/BOARDING,vakposhst@ges.gov.gh,C,No,6.95,0.35,7325.0,0.1,0.7914492004877008,0.679466878365296,0.6563659258367609,0.1201581073349849,0.25,0.9438308385409098,0.4511974797542701,HIGH
654,VOLTA,NORTH DAYI,VAKPO SENIOR HIGH SCHOOL,VAKPO,MIXED,DAY/BOARDING,vakposhs@ges.gov.gh,C,No,6.95,0.35,7325.0,0.1,0.7914492004877008,0.679466878365296,0.6563659258367609,0.1201581073349849,0.25,0.9438308385409098,0.4511974797542701,HIGH
652,VOLTA,NORTH DAYI,ANFOEGA SENIOR HIGH SCHOOL,ANFOEGA,MIXED,DAY/BOARDING,anfoegashs@ges.gov.gh,C,No,6.95,0.35,7325.0,0.1,0.7914492004877008,0.679466878365296,0.6563659258367609,0.1201581073349849,0.25,0.9438308385409098,0.4511974797542701,HIGH
54,ASHANTI,ATWIMA KWANWOMA,KWANWOMA SENIOR HIGH SCHOOL,ADUM KWANWOMA,MIXED,DAY,kwanwomashst@ges.gov.gh,C,No,6.65,-1.7,10774.823529411764,0.2058823529411765,0.808679285167131,0.97368862001781,0.899782131978893,0.1201581073349849,0.5147058823529412,0.8811614676389375,0.450323489120947,HIGH
53,ASHANTI,ATWIMA KWANWOMA,ATWIMA KWANWOMA SENIOR HIGH/TECH SCHOOL,TREDE,MIXED,DAY/BOARDING,atwimakwanwomashst@ges.gov.gh,C,No,6.65,-1.7,10774.823529411764,0.2058823529411765,0.808679285167131,0.97368862001781,0.899782131978893,0.1201581073349849,0.5147058823529412,0.8811614676389375,0.450323489120947,HIGH
198,BONO EAST,NKORANZA SOUTH,NKORANZA SENIOR HIGH/TECH SCHOOL,NKORANZA,MIXED,DAY/BOARDING,nkoranzashst@ges.gov.gh,C,No,7.6,-1.75,21034.0,0.1,0.4885650967445716,0.7504050261083076,0.5051589871035895,0.1201581073349849,0.25,0.694793634646127,0.4494587630790705,STABLE
706,WESTERN NORTH,BIA WEST,BIA SENIOR HIGH/TECH SCHOOL,DEBISO ESSIAM,MIXED,DAY/BOARDING,biashst@ges.gov.gh,C,No,5.85,-3.0,18690.0,0.1,0.6168293044718609,0.6909756699333671,0.4283966098846141,0.1201581073349849,0.25,0.7373746548466793,0.4487389464153201,STABLE
707,WESTERN NORTH,BIA WEST,ADJOAFUA COMM. SENIOR HIGH SCHOOL,ADJOAFUA,MIXED,DAY,adjoafuacommshs@ges.gov.gh,C,No,5.85,-3.0,18690.0,0.1,0.6168293044718609,0.6909756699333671,0.4283966098846141,0.1201581073349849,0.25,0.7373746548466793,0.4487389464153201,STABLE
200,BONO EAST,PRU,PRANG SENIOR HIGH,PRANG,MIXED,DAY/BOARDING,prangshs@ges.gov.gh,C,No,8.0,-0.8,23236.7,0.12,0.4885650967445716,0.7504050261083076,0.5051589871035895,0.3184586578592693,0.3,0.6547794651940124,0.4485062042003133,STABLE
277,CENTRAL,KOMENDA/EDINA/EGUAFO/A BIREM MUNICIPAL,EDINAMAN SENIOR HIGH SCHOOL,ELMINA,MIXED,DAY/BOARDING,edinamanshs@ges.gov.gh,C,No,5.05,-1.48,15320.0,0.2,0.865607260456027,0.8451481017659871,0.7208734762517489,0.1201581073349849,0.5,0.7985939543670978,0.4456889346779991,STABLE
194,BONO EAST,NKORANZA,NKORANZA TECH INST.,NKORANZA,MIXED,DAY/BOARDING,nkoranzatechinst@ges.gov.gh,C,No,,,21034.0,0.1,0.4885650967445716,0.7504050261083076,0.5051589871035895,0.2735053353469289,0.25,0.694793634646127,0.4448583462387122,STABLE
