school_name,region,district,latitude,longitude,anomaly_reason,expected_lat_range,expected_lon_range,sn,location,gender,residency,email,category,is_stem,youth_literacy_count,mpi_score,pov_norm,lit_norm,priority_score,priority_tier
BIRIFOH SENIOR HIGH SCHOOL,UPPER WEST,LAWRA,9.4273607,-0.8767444,"LON -0.876744 outside [-3.0500, -1.3500]",9.5 - 11.0,-2.9 - -1.5,567,LAWRA,MIXED,DAY,birifohshs@ges.gov.gh,C,No,9769.0,0.2,0.5,0.8994332219154193,0.6597732887661678,HIGH
MAAME KROBO COMM. SENIOR HIGH SCHOOL,EASTERN,AFRAM PLAINS (KWAHU SOUTH),5.4234565,-0.9611574,"LAT 5.423457 outside [5.5000, 7.2500]",5.65 - 7.1,-1.4 - 0.55,294,MAAME KROBO,MIXED,DAY,maamekrobocommshs@ges.gov.gh,C,No,10182.0,0.2,0.5,0.8919306786804244,0.6567722714721698,HIGH
GARU COMM. DAY SENIOR HIGH SCHOOL,UPPER EAST,GARU TEMPANE,5.9668857,-0.9929572,"LAT 5.966886 outside [10.2500, 11.3500]",10.4 - 11.2,-1.1 - 0.75,542,GARU,MIXED,DAY,garucommshs@ges.gov.gh,C,No,10283.0,0.2,0.5,0.8900959162912367,0.6560383665164947,HIGH
FUNSI SENIOR HIGH SCHOOL,UPPER WEST,WA EAST,6.6903393,-1.5480316,"LAT 6.690339 outside [9.3500, 11.1500]",9.5 - 11.0,-2.9 - -1.5,582,FUNSI,MIXED,DAY/BOARDING,funsishs@ges.gov.gh,C,No,10323.0,0.2,0.5,0.8893692777212614,0.6557477110885046,HIGH
WIAGA COMM. SENIOR HIGH SCHOOL,UPPER EAST,BUILSA NORTH,10.6593164,-1.268658,"LON -1.268658 outside [-1.2500, 0.9000]",10.4 - 11.2,-1.1 - 0.75,539,WIAGA,MIXED,DAY,wiagacommshs@ges.gov.gh,C,No,10722.0,0.2,0.5,0.8821210579857579,0.6528484231943033,HIGH
SANDEMA SENIOR HIGH/TECH SCHOOL,UPPER EAST,BUILSA NORTH,10.0272463,-0.9731496,"LAT 10.027246 outside [10.2500, 11.3500]",10.4 - 11.2,-1.1 - 0.75,538,DAMPONG,MIXED,DAY,sandemashst@ges.gov.gh,C,No,10722.0,0.2,0.5,0.8821210579857579,0.6528484231943033,HIGH
SANDEMA SENIOR HIGH SCHOOL,UPPER EAST,BUILSA NORTH,5.8771706,0.3662603,"LAT 5.877171 outside [10.2500, 11.3500]",10.4 - 11.2,-1.1 - 0.75,537,SANDEMA,MIXED,DAY/BOARDING,sandemashs@ges.gov.gh,C,No,10722.0,0.2,0.5,0.8821210579857579,0.6528484231943033,HIGH
DAMONGO SENIOR HIGH SCHOOL,SAVANNAH,WEST GONJA,5.9668857,-0.9929572,"LAT 5.966886 outside [8.2500, 11.1500]",8.4 - 11.0,-2.9 - -0.55,520,DAMONGO,MIXED,DAY/BOARDING,damongoshs@ges.gov.gh,C,No,11666.0,0.2,0.5,0.8649723877343409,0.6459889550937363,HIGH
DIAMONO SENIOR HIGH SCHOOL,BONO,JAMAN NORTH,9.4273607,-0.8767444,"LAT 9.427361 outside [6.8500, 8.6500] | LON -0.876744 outside [-3.1500, -1.2500]",7.0 - 8.5,-3.0 - -1.4,165,DUADASO NO.2,MIXED,DAY,diamonoshs@ges.gov.gh,C,No,11666.0,0.2,0.5,0.8649723877343409,0.6459889550937363,HIGH
NCHUMURUMAN COMM. DAY SENIOR HIGH SCHOOL,OTI,KRACHI NCHUMURU,5.9668857,-0.9929572,"LAT 5.966886 outside [7.5500, 9.3000] | LON -0.992957 outside [-0.4000, 0.9500]",7.7 - 9.15,-0.25 - 0.8,500,[NEAR] TEGBI,MIXED,DAY,nchumurumancommdayshs@ges.gov.gh,C,No,11666.0,0.2,0.5,0.8649723877343409,0.6459889550937363,HIGH
AKPAFU SENIOR HIGH/TECH SCHOOL,VOLTA,HOHOE MUNICIPAL,10.0272463,-0.9731496,"LAT 10.027246 outside [5.6500, 8.9000] | LON -0.973150 outside [-0.3000, 1.3500]",5.8 - 8.75,-0.15 - 1.2,632,AKPAFU,MIXED,DAY/BOARDING,akpafushst@ges.gov.gh,C,No,11666.0,0.2,0.5,0.8649723877343409,0.6459889550937363,HIGH
TEMPANE SENIOR HIGH SCHOOL,UPPER EAST,GARU TEMPANI,5.5950893,-0.277005,"LAT 5.595089 outside [10.2500, 11.3500]",10.4 - 11.2,-1.1 - 0.75,543,TEMPANE,MIXED,DAY/BOARDING,tempaneshs@ges.gov.gh,C,No,11818.0,0.2,0.5,0.8622111611684349,0.6448844644673739,HIGH
NSUTAMAN CATH. SENIOR HIGH SCHOOL,ASHANTI,SEKYERE CENTRAL,9.4226781,-0.8620235,"LAT 9.422678 outside [5.7000, 7.7500]",5.85 - 7.6,-2.9 - -0.55,134,NSUTA,MIXED,DAY/BOARDING,nsutamancathshs@ges.gov.gh,C,No,12271.0,0.2,0.5,0.8539819793634646,0.6415927917453859,HIGH
KUMBUNGU SENIOR HIGH SCHOOL,NORTHERN,KUMBUNGU,6.6903393,-1.5480316,"LAT 6.690339 outside [8.1500, 10.8500]",8.3 - 10.7,-2.9 - 0.6,457,KUMBUNGU,MIXED,DAY/BOARDING,kumbungushs@ges.gov.gh,C,No,12484.0,0.2,0.5,0.8501126289783462,0.6400450515913385,HIGH
MAFI-KUMASI SENIOR HIGH/TECH SCHOOL,VOLTA,CENTRAL TONGU,7.142572,-1.6406402,"LON -1.640640 outside [-0.3000, 1.3500]",5.8 - 8.75,-0.15 - 1.2,613,MAFI-KUMASI,MIXED,DAY/BOARDING,mafikumasishst@ges.gov.gh,C,No,14500.0,0.2,0.5,0.8134900450515914,0.6253960180206366,HIGH
ST. ANTHONY OF PADUA SENIOR HIGH/TECH SCHOOL,SAVANNAH,BOLE,4.9118697,-1.7874429,"LAT 4.911870 outside [8.2500, 11.1500]",8.4 - 11.0,-2.9 - -0.55,510,BAMBOI,MIXED,DAY,stanthonyofpaduashs@ges.gov.gh,C,No,14855.0,0.2,0.5,0.8070411277430606,0.6228164510972243,HIGH
BOLE SENIOR HIGH SCHOOL,SAVANNAH,BOLE,5.9668857,-0.9929572,"LAT 5.966886 outside [8.2500, 11.1500]",8.4 - 11.0,-2.9 - -0.55,509,BOLE,MIXED,DAY/BOARDING,boleshs@ges.gov.gh,C,No,14855.0,0.2,0.5,0.8070411277430606,0.6228164510972243,HIGH
ULLO SENIOR HIGH SCHOOL,UPPER WEST,JIRAPA,5.9668857,-0.9929572,"LAT 5.966886 outside [9.3500, 11.1500] | LON -0.992957 outside [-3.0500, -1.3500]",9.5 - 11.0,-2.9 - -1.5,559,ULLO,MIXED,DAY/BOARDING,ulloshs@ges.gov.gh,C,No,15320.0,0.2,0.5,0.7985939543670978,0.6194375817468392,HIGH
HAN SENIOR HIGH SCHOOL,UPPER WEST,JIRAPA,5.5950893,-0.277005,"LAT 5.595089 outside [9.3500, 11.1500] | LON -0.277005 outside [-3.0500, -1.3500]",9.5 - 11.0,-2.9 - -1.5,560,JIRAPA,MIXED,DAY,hanshs@ges.gov.gh,C,No,15320.0,0.2,0.5,0.7985939543670978,0.6194375817468392,HIGH
JIRAPA SENIOR HIGH SCHOOL,UPPER WEST,JIRAPA,10.6593164,-1.268658,"LON -1.268658 outside [-3.0500, -1.3500]",9.5 - 11.0,-2.9 - -1.5,561,JIRAPA-TOWN,MIXED,DAY/BOARDING,jirapashs@ges.gov.gh,C,No,15320.0,0.2,0.5,0.7985939543670978,0.6194375817468392,HIGH
"ST. FRANCIS GIRLS SENIOR HIGH SCHOOL, JIRAPA",UPPER WEST,JIRAPA,6.319177,-2.250302,"LAT 6.319177 outside [9.3500, 11.1500]",9.5 - 11.0,-2.9 - -1.5,562,JIRAPA,FEMALE,DAY/BOARDING,stfrancisgirlsshs@ges.gov.gh,C,No,15320.0,0.2,0.5,0.7985939543670978,0.6194375817468392,HIGH
EDINAMAN SENIOR HIGH SCHOOL,CENTRAL,KOMENDA/EDINA/EGUAFO/A BIREM MUNICIPAL,7.142572,-1.6406402,"LAT 7.142572 outside [4.7500, 6.3000]",4.9 - 6.15,-2.0 - -0.55,277,ELMINA,MIXED,DAY/BOARDING,edinamanshs@ges.gov.gh,C,No,15320.0,0.2,0.5,0.7985939543670978,0.6194375817468392,HIGH
NEW EDUBIASE SENIOR HIGH SCHOOL,ASHANTI,ADANSI SOUTH,10.6593164,-1.268658,"LAT 10.659316 outside [5.7000, 7.7500]",5.85 - 7.6,-2.9 - -0.55,22,NEW EDUBIASE,MIXED,DAY/BOARDING,newedubiaseshs@ges.gov.gh,C,No,15413.0,0.2,0.5,0.7969045196919052,0.618761807876762,HIGH
MIRIGU COMMUNITY DAY SENIOR HIGH SCHOOL,UPPER EAST,KASENA-NANKANI WEST,5.314022,-1.00919,"LAT 5.314022 outside [10.2500, 11.3500]",10.4 - 11.2,-1.1 - 0.75,552,MIRIGU,MIXED,DAY,mirigucommshs@ges.gov.gh,C,No,16093.787878787878,0.203030303030303,0.5075757575757575,0.7845373514244318,0.6183603951152272,HIGH
GAMBIGO COMM. DAY SENIOR HIGH SCHOOL,UPPER EAST,BOLGA EAST,6.8901817,-1.2489599,"LAT 6.890182 outside [10.2500, 11.3500]",10.4 - 11.2,-1.1 - 0.75,527,GAMBIGO,MIXED,DAY,gambigocommshs@ges.gov.gh,C,No,16093.787878787878,0.203030303030303,0.5075757575757575,0.7845373514244318,0.6183603951152272,HIGH
ST. JOHN'S INTEGRATED SENIOR HIGH/TECH SCHOOL,UPPER EAST,KASENA-NANKANI MUNICIPAL,,,MISSING COORDINATES,,,546,TONO,MIXED,DAY/BOARDING,stjohnsintegratedshst@ges.gov.gh,C,No,16093.787878787878,0.203030303030303,0.5075757575757575,0.7845373514244318,0.6183603951152272,HIGH
OBRACHIRE SENIOR HIGH/TECH SCHOOL,CENTRAL,AWUTU/SENYA,7.2316721,-2.1751937,"LAT 7.231672 outside [4.7500, 6.3000] | LON -2.175194 outside [-2.1500, -0.4000]",4.9 - 6.15,-2.0 - -0.55,248,OBRAKYERE,MIXED,DAY/BOARDING,obrachireshst@ges.gov.gh,C,No,16093.787878787878,0.203030303030303,0.5075757575757575,0.7845373514244318,0.6183603951152272,HIGH
BAWKU SENIOR HIGH/TECH SCHOOL,UPPER EAST,BAWKU MUNICIPAL,5.5950893,-0.277005,"LAT 5.595089 outside [10.2500, 11.3500]",10.4 - 11.2,-1.1 - 0.75,522,BAWKU,MIXED,DAY/BOARDING,bawkushst@ges.gov.gh,C,No,16093.787878787878,0.203030303030303,0.5075757575757575,0.7845373514244318,0.6183603951152272,HIGH
MAMPONG/AKW SENIOR HIGH/TECH SCHOOL FOR THE DEAF,EASTERN,AKWAPIM NORTH,,,MISSING COORDINATES,,,305,MAMPONG,MIXED,DAY/BOARDING,mampongakwshstforthedeaf@ges.gov.gh,C,No,16093.787878787878,0.203030303030303,0.5075757575757575,0.7845373514244318,0.6183603951152272,HIGH
NAVRONGO SENIOR HIGH SCHOOL,UPPER EAST,KASENA-NANKANI MUNICIPAL,5.9926294,0.8187733,"LAT 5.992629 outside [10.2500, 11.3500]",10.4 - 11.2,-1.1 - 0.75,548,JANANIA- NAVRONGO,MIXED,DAY/BOARDING,navrongoshs@ges.gov.gh,C,No,16093.787878787878,0.203030303030303,0.5075757575757575,0.7845373514244318,0.6183603951152272,HIGH
NOTRE DAME SEM/ SENIOR HIGH SCHOOL NAVRONGO,UPPER EAST,KASENA-NANKANI MUNICIPAL,,,MISSING COORDINATES,,,547,NAVRONGO,MALE,DAY/BOARDING,notredamesemshs@ges.gov.gh,C,No,16093.787878787878,0.203030303030303,0.5075757575757575,0.7845373514244318,0.6183603951152272,HIGH
AWE SENIOR HIGH/TECH SCHOOL,UPPER EAST,KASENA-NANKANI MUNICIPAL,10.0272463,-0.9731496,"LAT 10.027246 outside [10.2500, 11.3500]",10.4 - 11.2,-1.1 - 0.75,545,NAVRONGO,MIXED,DAY/BOARDING,aweshst@ges.gov.gh,C,No,16093.787878787878,0.203030303030303,0.5075757575757575,0.7845373514244318,0.6183603951152272,HIGH
CHIANA SENIOR HIGH SCHOOL,UPPER EAST,KASENA-NANKANI WEST,10.6593164,-1.268658,"LON -1.268658 outside [-1.2500, 0.9000]",10.4 - 11.2,-1.1 - 0.75,553,CHIANA,MIXED,DAY/BOARDING,chianashs@ges.gov.gh,C,No,16093.787878787878,0.203030303030303,0.5075757575757575,0.7845373514244318,0.6183603951152272,HIGH
ST. BERNADETTES TECH/VOC. INST.,UPPER EAST,KASSENA NANAKANA EAST,,,MISSING COORDINATES,,,554,NAVRONGO,MIXED,DAY/BOARDING,stbernadettestechvocinst@ges.gov.gh,C,No,16093.787878787878,0.203030303030303,0.5075757575757575,0.7845373514244318,0.6183603951152272,HIGH
O.L.L. GIRLS SENIOR HIGH SCHOOL,UPPER EAST,KASENA-NANKANI,7.190168,0.337969,"LAT 7.190168 outside [10.2500, 11.3500]",10.4 - 11.2,-1.1 - 0.75,544,NAVRONGO,FEMALE,DAY/BOARDING,ourladyoflourdesgilrlsshs@ges.gov.gh,C,No,16093.787878787878,0.203030303030303,0.5075757575757575,0.7845373514244318,0.6183603951152272,HIGH
SIRIGU INTEGRATED SENIOR HIGH SCHOOL,UPPER EAST,KASENA-NANKANI WEST,5.0317548,-1.6628839,"LAT 5.031755 outside [10.2500, 11.3500] | LON -1.662884 outside [-1.2500, 0.9000]",10.4 - 11.2,-1.1 - 0.75,550,SIRIGU,MIXED,DAY/BOARDING,sirigushs@ges.gov.gh,C,No,16093.787878787878,0.203030303030303,0.5075757575757575,0.7845373514244318,0.6183603951152272,HIGH
PAGA SENIOR HIGH SCHOOL,UPPER EAST,KASENA-NANKANI WEST,10.6593164,-1.268658,"LON -1.268658 outside [-1.2500, 0.9000]",10.4 - 11.2,-1.1 - 0.75,549,PAGA,MIXED,DAY,pagashs@ges.gov.gh,C,No,16093.787878787878,0.203030303030303,0.5075757575757575,0.7845373514244318,0.6183603951152272,HIGH
NABANGO SENIOR HIGH SCHOOL,UPPER EAST,KASENA-NANKANI WEST,5.8771706,0.3662603,"LAT 5.877171 outside [10.2500, 11.3500]",10.4 - 11.2,-1.1 - 0.75,551,NABANGO,MIXED,DAY,nabangoshs@ges.gov.gh,C,No,16093.787878787878,0.203030303030303,0.5075757575757575,0.7845373514244318,0.6183603951152272,HIGH
BAWKU SENIOR HIGH SCHOOL,UPPER EAST,BAWKU MUNICIPAL,5.5950893,-0.277005,"LAT 5.595089 outside [10.2500, 11.3500]",10.4 - 11.2,-1.1 - 0.75,523,BAWKU,MIXED,DAY/BOARDING,bawkushs@ges.gov.gh,C,No,16093.787878787878,0.203030303030303,0.5075757575757575,0.7845373514244318,0.6183603951152272,HIGH
SAWLA SENIOR HIGH SCHOOL,SAVANNAH,SAWLA-TUNA-KALBA,5.8771706,0.3662603,"LAT 5.877171 outside [8.2500, 11.1500] | LON 0.366260 outside [-3.0500, -0.4000]",8.4 - 11.0,-2.9 - -0.55,518,SAWLA,MIXED,DAY/BOARDING,sawlashs@ges.gov.gh,C,No,15488.0,0.2,0.5,0.7955420723732016,0.6182168289492807,HIGH
WAPULI COMM. SENIOR HIGH SCHOOL,NORTHERN,SABOBA,5.7065864,-0.1702485,"LAT 5.706586 outside [8.1500, 10.8500]",8.3 - 10.7,-2.9 - 0.6,461,WAPULI,MIXED,DAY,wapulicommshs@ges.gov.gh,C,No,16492.0,0.2,0.5,0.7773034442668216,0.6109213777067286,HIGH
SABOBA E.P. SENIOR HIGH SCHOOL,NORTHERN,SABOBA,5.9668857,-0.9929572,"LAT 5.966886 outside [8.1500, 10.8500]",8.3 - 10.7,-2.9 - 0.6,462,SABOBA,MIXED,DAY/BOARDING,sabobaepshs@ges.gov.gh,C,No,16492.0,0.2,0.5,0.7773034442668216,0.6109213777067286,HIGH
AXIM GIRLS SENIOR HIGH SCHOOL,WESTERN,NZEMA EAST MUNICIPAL,7.190168,0.337969,"LAT 7.190168 outside [4.4000, 6.5500] | LON 0.337969 outside [-3.4000, -1.3500]",4.55 - 6.4,-3.25 - -1.5,683,AXIM,FEMALE,DAY/BOARDING,aximgirlsshs@ges.gov.gh,C,No,16658.0,0.2,0.5,0.7742878942014242,0.6097151576805697,HIGH
GWIRAMAN COMM.SENIOR HIGH SCHOOL,WESTERN,NZEMA EAST MUNICIPAL,10.6593164,-1.268658,"LAT 10.659316 outside [4.4000, 6.5500] | LON -1.268658 outside [-3.4000, -1.3500]",4.55 - 6.4,-3.25 - -1.5,681,BAMIANKO,MIXED,DAY,gwiramancommshs@ges.gov.gh,C,No,16658.0,0.2,0.5,0.7742878942014242,0.6097151576805697,HIGH
MANSO-AMENFI COMM. DAY SENIOR HIGH SCHOOL,WESTERN NORTH,WASSA AMENFI CENTRAL,7.993766,-0.326021,"LAT 7.993766 outside [5.3500, 7.2000] | LON -0.326021 outside [-3.2500, -1.8500]",5.5 - 7.05,-3.1 - -2.0,721,MANSO-AMENFI,MIXED,DAY,mansoamenficommshs@ges.gov.gh,C,No,18674.0,0.2,0.5,0.7376653102746693,0.5950661241098677,HIGH
DOFOR SENIOR HIGH SCHOOL,VOLTA,NORTH TONGU,10.9014082,-0.9013563,"LAT 10.901408 outside [5.6500, 8.9000] | LON -0.901356 outside [-0.3000, 1.3500]",5.8 - 8.75,-0.15 - 1.2,655,JUAPONG,MIXED,DAY/BOARDING,doforshs@ges.gov.gh,C,No,18704.0,0.2,0.5,0.7371203313471879,0.5948481325388751,HIGH
MEPE ST. KIZITO SENIOR HIGH/TECH SCHOOL,VOLTA,NORTH TONGU,6.6556435,-1.1071968,"LON -1.107197 outside [-0.3000, 1.3500]",5.8 - 8.75,-0.15 - 1.2,656,MEPE,MIXED,DAY/BOARDING,mepestkizitoshst@ges.gov.gh,C,No,18704.0,0.2,0.5,0.7371203313471879,0.5948481325388751,HIGH
ZEBILLA SENIOR HIGH/TECH SCHOOL,UPPER EAST,BAWKU WEST,5.7065864,-0.1702485,"LAT 5.706586 outside [10.2500, 11.3500]",10.4 - 11.2,-1.1 - 0.75,524,ZEBILLA,MIXED,DAY/BOARDING,zebillashst@ges.gov.gh,C,No,20599.0,0.2,0.5,0.7026958290946084,0.5810783316378434,HIGH
KUSANABA SENIOR HIGH SCHOOL,UPPER EAST,BAWKU WEST,6.6903393,-1.5480316,"LAT 6.690339 outside [10.2500, 11.3500] | LON -1.548032 outside [-1.2500, 0.9000]",10.4 - 11.2,-1.1 - 0.75,525,KUSANABA,MIXED,DAY/BOARDING,kusanabashs@ges.gov.gh,C,No,20599.0,0.2,0.5,0.7026958290946084,0.5810783316378434,HIGH
DAGBON STATE SENIOR HIGH/TECH SCHOOL,NORTHERN,YENDI MUNICIPAL,5.0317548,-1.6628839,"LAT 5.031755 outside [8.1500, 10.8500]",8.3 - 10.7,-2.9 - 0.6,482,YENDI,MIXED,DAY/BOARDING,dagbonstateshst@ges.gov.gh,C,No,21729.0,0.2,0.5,0.6821682894928063,0.5728673157971225,HIGH
GUSHEGU SENIOR HIGH SCHOOL,NORTHERN,GUSHEGU,6.6903393,-1.5480316,"LAT 6.690339 outside [8.1500, 10.8500]",8.3 - 10.7,-2.9 - 0.6,454,GUSHEGU,MIXED,DAY/BOARDING,gushegushs@ges.gov.gh,C,No,21699.95238095238,0.1904761904761904,0.476190476190476,0.682695967501955,0.5587926727150676,HIGH
DABOKPA VOC/TECH. INST.,NORTHERN,TAMALE METRO,,,MISSING COORDINATES,,,473,TAMALE,MIXED,DAY/BOARDING,dabokpatechvocinst@ges.gov.gh,C,No,21699.95238095238,0.1904761904761904,0.476190476190476,0.682695967501955,0.5587926727150676,HIGH
"PRESBY SENIOR HIGH SCHOOL, TAMALE",NORTHERN,TAMALE METRO,6.3325025,-0.4784514,"LAT 6.332503 outside [8.1500, 10.8500]",8.3 - 10.7,-2.9 - 0.6,478,TAMALE,MIXED,DAY,presbytamaleshs@ges.gov.gh,C,No,21699.95238095238,0.1904761904761904,0.476190476190476,0.682695967501955,0.5587926727150676,HIGH
"GHANA SENIOR HIGH SCHOOL, TAMALE",NORTHERN,TAMALE METRO,5.8771706,0.3662603,"LAT 5.877171 outside [8.1500, 10.8500]",8.3 - 10.7,-2.9 - 0.6,472,TAMALE,MIXED,DAY/BOARDING,ghanatamaleshs@ges.gov.gh,C,No,21699.95238095238,0.1904761904761904,0.476190476190476,0.682695967501955,0.5587926727150676,HIGH
"BUSINESS SENIOR HIGH SCHOOL, TAMALE",NORTHERN,TAMALE METRO,7.3366184,-2.304839,"LAT 7.336618 outside [8.1500, 10.8500]",8.3 - 10.7,-2.9 - 0.6,471,TAMALE,MIXED,DAY/BOARDING,businessshs@ges.gov.gh,C,No,21699.95238095238,0.1904761904761904,0.476190476190476,0.682695967501955,0.5587926727150676,HIGH
ANBARIYA SENIOR HIGH SCHOOL,NORTHERN,TAMALE METRO,5.8771706,0.3662603,"LAT 5.877171 outside [8.1500, 10.8500]",8.3 - 10.7,-2.9 - 0.6,476,TAMALE,MIXED,DAY/BOARDING,anbariyashs@ges.gov.gh,C,No,21699.95238095238,0.1904761904761904,0.476190476190476,0.682695967501955,0.5587926727150676,HIGH
"ST. CHARLES SENIOR HIGH SCHOOL, TAMALE",NORTHERN,TAMALE METRO,7.2316721,-2.1751937,"LAT 7.231672 outside [8.1500, 10.8500]",8.3 - 10.7,-2.9 - 0.6,475,TAMALE,MALE,DAY/BOARDING,stcharlesshs@ges.gov.gh,C,No,21699.95238095238,0.1904761904761904,0.476190476190476,0.682695967501955,0.5587926727150676,HIGH
VITTING SENIOR HIGH/TECH.,NORTHERN,TAMALE METRO,,,MISSING COORDINATES,,,474,TAMALE,MIXED,DAY/BOARDING,vittingshst@ges.gov.gh,C,No,21699.95238095238,0.1904761904761904,0.476190476190476,0.682695967501955,0.5587926727150676,HIGH
ZUARUNGU SENIOR HIGH SCHOOL,UPPER EAST,BOLGATANGA MUNICIPAL,5.5950893,-0.277005,"LAT 5.595089 outside [10.2500, 11.3500]",10.4 - 11.2,-1.1 - 0.75,530,ZUARUNGU,MIXED,DAY/BOARDING,zuarungushs@ges.gov.gh,C,No,7048.0,0.1,0.25,0.9488628106379886,0.5295451242551955,HIGH
VAKPO SENIOR HIGH SCHOOL,VOLTA,NORTH DAYI,5.4234565,-0.9611574,"LAT 5.423457 outside [5.6500, 8.9000] | LON -0.961157 outside [-0.3000, 1.3500]",5.8 - 8.75,-0.15 - 1.2,654,VAKPO,MIXED,DAY/BOARDING,vakposhs@ges.gov.gh,C,No,7325.0,0.1,0.25,0.9438308385409098,0.5275323354163639,HIGH
VAKPO SENIOR HIGH/TECH SCHOOL,VOLTA,NORTH DAYI,10.9324723,-0.9735882,"LAT 10.932472 outside [5.6500, 8.9000] | LON -0.973588 outside [-0.3000, 1.3500]",5.8 - 8.75,-0.15 - 1.2,653,VAKPO,MIXED,DAY/BOARDING,vakposhst@ges.gov.gh,C,No,7325.0,0.1,0.25,0.9438308385409098,0.5275323354163639,HIGH
ANFOEGA SENIOR HIGH SCHOOL,VOLTA,NORTH DAYI,10.6593164,-1.268658,"LAT 10.659316 outside [5.6500, 8.9000] | LON -1.268658 outside [-0.3000, 1.3500]",5.8 - 8.75,-0.15 - 1.2,652,ANFOEGA,MIXED,DAY/BOARDING,anfoegashs@ges.gov.gh,C,No,7325.0,0.1,0.25,0.9438308385409098,0.5275323354163639,HIGH
DADIESO SENIOR HIGH SCHOOL,WESTERN NORTH,SUAMAN,5.9668857,-0.9929572,"LON -0.992957 outside [-3.2500, -1.8500]",5.5 - 7.05,-3.1 - -2.0,720,DADIESO,MIXED,DAY/BOARDING,dadiesoshs@ges.gov.gh,C,No,7654.0,0.1,0.25,0.9378542363028628,0.5251416945211452,HIGH
DABOASE SENIOR HIGH/TECH SCHOOL,WESTERN,MPOHOR WASSA EAST,6.8901817,-1.2489599,"LAT 6.890182 outside [4.4000, 6.5500] | LON -1.248960 outside [-3.4000, -1.3500]",4.55 - 6.4,-3.25 - -1.5,680,DABOASE,MIXED,DAY/BOARDING,daboaseshst@ges.gov.gh,C,No,8902.0,0.1,0.25,0.9151831129196336,0.5160732451678535,HIGH
MPOHOR SENIOR HIGH SCHOOL,WESTERN,MPOHOR,10.9014082,-0.9013563,"LAT 10.901408 outside [4.4000, 6.5500] | LON -0.901356 outside [-3.4000, -1.3500]",4.55 - 6.4,-3.25 - -1.5,679,MPOHOR,MIXED,DAY/BOARDING,mpohorshs@ges.gov.gh,C,No,8902.0,0.1,0.25,0.9151831129196336,0.5160732451678535,HIGH
"ST. AUGUSTINE SENIOR HIGH SCHOOL, NSAPOR- BEREKUM",BONO,BEREKUM-MUNICIPAL,,,MISSING COORDINATES,,,155,NSAPOR- BEREKUM,MIXED,DAY,st.augustineberekumshs@ges.gov.gh,C,No,9269.0,0.1,0.25,0.9085162040401104,0.5134064816160442,HIGH
"ST. AUGUSTINE'S SENIOR HIGH SCHOOL, BOGOSO",WESTERN,PRESTEA HUNI VALLEY,7.3366184,-2.304839,"LAT 7.336618 outside [4.4000, 6.5500]",4.55 - 6.4,-3.25 - -1.5,684,BOGOSO,MIXED,DAY/BOARDING,staugustinesbogososhs@ges.gov.gh,C,No,9269.0,0.1,0.25,0.9085162040401104,0.5134064816160442,HIGH
KWAME DANSO SENIOR HIGH/TECH SCHOOL,BONO EAST,SENE WEST,10.9324723,-0.9735882,"LAT 10.932472 outside [7.1500, 8.9500]",7.3 - 8.8,-1.8 - -0.1,204,KWAME DANSO,MIXED,DAY/BOARDING,kwamedansoshst@ges.gov.gh,C,No,9328.0,0.1,0.25,0.9074444121493968,0.5129777648597588,HIGH
BUSUNYA SENIOR HIGH SCHOOL,BONO EAST,NKORANZA NORTH,7.3366184,-2.304839,"LON -2.304839 outside [-1.9500, 0.0500]",7.3 - 8.8,-1.8 - -0.1,196,BUSUNYA,MIXED,DAY/BOARDING,busunyashs@ges.gov.gh,C,No,9380.0,0.1,0.25,0.9064997820084292,0.5125999128033717,HIGH
OSEI BONSU SENIOR HIGH SCHOOL,BONO EAST,NKORANZA NORTH,10.29697,-0.0907052,"LAT 10.296970 outside [7.1500, 8.9500]",7.3 - 8.8,-1.8 - -0.1,195,YEFRI,MIXED,DAY/BOARDING,oseibonsushs@ges.gov.gh,C,No,9380.0,0.1,0.25,0.9064997820084292,0.5125999128033717,HIGH
KETE KRACHI SENIOR HIGH/TECH SCHOOL,OTI,KRACHI WEST,7.2316721,-2.1751937,"LAT 7.231672 outside [7.5500, 9.3000] | LON -2.175194 outside [-0.4000, 0.9500]",7.7 - 9.15,-0.25 - 0.8,501,KETE-KRACHI,MIXED,DAY,ketekrachishst@ges.gov.gh,C,No,11893.777777777776,0.1111111111111111,0.2777777777777777,0.860834584766426,0.5110005005732371,HIGH
ASUKAWKAW SENIOR HIGH SCHOOL,OTI,KRACHI EAST,5.4234565,-0.9611574,"LAT 5.423457 outside [7.5500, 9.3000] | LON -0.961157 outside [-0.4000, 0.9500]",7.7 - 9.15,-0.25 - 0.8,499,ASUKAWKAW,MIXED,DAY/BOARDING,asukawkawshs@ges.gov.gh,C,No,11893.777777777776,0.1111111111111111,0.2777777777777777,0.860834584766426,0.5110005005732371,HIGH
BUEMAN SENIOR HIGH SCHOOL,OTI,JASIKAN,5.5950893,-0.277005,"LAT 5.595089 outside [7.5500, 9.3000]",7.7 - 9.15,-0.25 - 0.8,490,JASIKAN,MIXED,DAY/BOARDING,buemanshs@ges.gov.gh,C,No,11893.777777777776,0.1111111111111111,0.2777777777777777,0.860834584766426,0.5110005005732371,HIGH
